reviews_count,postal_code,general_info,category,locality,breadcrumbs,average_rating,latitude,email,website,years_in_business,full_address,phone,payment_mode,price_range,geo,gallery,name,url,country,region,longitude,scraped_at,opening_hours,aka,street_address
,11779,,Day Spas/Physical Therapy Clinics/Reflexologies,Ronkonkoma,Home/NY/Ronkonkoma/Health Resorts/Day Spas/Deja Vu Foot Spa,,40.83589,dejavufootspa@gmail.com,,,"PostalAddress, US, 1021 Portion Rd Unit 8, Ronkonkoma, NY, 11779",(631) 320-3336,"amex, cash, check, discover, master card, paypal, visa, all major credit cards",,latitude: 40.83589 | longitude: -73.06795,,Deja Vu Foot Spa,https://www.yellowpages.com/ronkonkoma-ny/mip/deja-vu-foot-spa-475955821,US,NY,-73.06795,2021-11-20 16:48:05,Mo-Su 10:00-21:00,,1021 Portion Rd Unit 8
,77054,,Massage Therapists/Physical Therapists,Houston,Home/TX/Houston/Massage Services/Massage Therapists/Ashiatsu by Carol,,,ashiatsubycarol@earthlink.net,http://www.ashiatsubycarol.com,16.0,"PostalAddress, US, Houston, TX, 77054",(713) 799-1606,,,,,Ashiatsu by Carol,https://www.yellowpages.com/houston-tx/mip/ashiatsu-by-carol-21189992,US,TX,,2021-11-20 16:48:17,Mo-Fr 10:00-19:30,,
2,84117,,"Health & Wellness Products/Acupuncture/Chiropractors & Chiropractic Services/Physical Therapy Clinics/Physicians & Surgeons, Nutrition",Salt Lake City,Home/UT/Salt Lake City/Health Products/Aspire Health and Wellness Clinic,5,40.66552,drbell@aspirehealthandwellness.com,,,"PostalAddress, US, 1142 E Murray Holladay Rd, Salt Lake City, UT, 84117",(801) 904-2488,"all major credit cards, check",,latitude: 40.66552 | longitude: -111.85855,,Aspire Health and Wellness Clinic,https://www.yellowpages.com/salt-lake-city-ut/mip/aspire-health-and-wellness-clinic-466195485,US,UT,-111.85855,2021-11-20 16:48:28,Mo-Th 09:00-19:00 | Fr 09:00-12:00,,1142 E Murray Holladay Rd
,85023,,"Massage Therapists/Physicians & Surgeons, Family Medicine & General Practice",Phoenix,Home/AZ/Phoenix/Massage Services/Massage Therapists/Crystal Body by Endermologie,,33.62696,info@crystalbodybylpg.com,,5.0,"PostalAddress, US, 901 W Beck Ln, Phoenix, AZ, 85023",(602) 821-0221,"visa, discover, mastercard, all major credit cards, paypal, amex, financing available",,latitude: 33.62696 | longitude: -112.08403,https://i1.ypcdn.com/blob/e2b93ed6c51318ac82fa36172891ce3f720dd462_400x260_crop.jpg~https://i3.ypcdn.com/blob/6ed1421e03b8cd4a89c3f9327997d278786881a5_240x260_crop.jpg,Crystal Body by Endermologie,https://www.yellowpages.com/phoenix-az/mip/crystal-body-by-endermologie-525186555,US,AZ,-112.08403,2021-11-20 16:48:54,,,901 W Beck Ln
,76114,,Massage Therapists/Aromatherapy/Holistic Practitioners/Physical Therapists/Reflexologies,Fort Worth,Home/TX/Fort Worth/Massage Services/Massage Therapists/Stress Away Massage,,32.79722,StressAway.Massage@yahoo.com,http://www.shopriveroakstexas.com,12.0,"PostalAddress, US, 5501 Jacksboro Hwy, Fort Worth, TX, 76114",(817) 226-6551,"visa, master card, amex, discover, cash, financing available",,latitude: 32.79722 | longitude: -97.40434,https://i3.ypcdn.com/blob/1192ca0e94fbfd3d64563b58982d698ae7acf2b1_400x260_crop.jpg~https://i3.ypcdn.com/blob/9816cacbf4d79368b758f80252c0c6f968989e17_240x170_crop.jpg~https://i3.ypcdn.com/blob/117f74f687770c0346c86e7c9c0078ffe251fde3_115x80_crop.jpg~https://i1.ypcdn.com/blob/d48e463fab40d2bfca186f3d804503980b1558c1_115x80_crop.jpg,Stress Away Massage,https://www.yellowpages.com/fort-worth-tx/mip/stress-away-massage-476042642,US,TX,-97.40434,2021-11-20 16:49:13,Mo-Sa 08:00-20:30,,5501 Jacksboro Hwy
,76107,"The nation's leading aesthetic dermatology provider of laser hair removal, laser tattoo removal, and other dermatological services. LaserAway uses only the most advanced technology in a relaxing but sophisticated environment. Popular services offered include acne scar removal, non-invasive body contouring, dermal fillers, laser facials, lip injections, liquid facelifts, and photo facials. More specifically, LaserAway uses innovative dermatological products and technologies like Botox, Clear + Brilliant, VelaShape, Juvederm, Xeomin, and Thermage to achieve outstanding results.","Hair Removal/Beauty Salons/Electrolysis/Physicians & Surgeons/Physicians & Surgeons, Dermatology/Skin Care/Tattoo Removal",Fort Worth,Home/TX/Fort Worth/Beauty Salons/Hair Removal/LaserAway,,32.75213,contact@laseraway.net,http://locations.laseraway.com,15.0,"PostalAddress, US, 2600 W 7th St, Fort Worth, TX, 76107",(682) 224-8222,financing available,,latitude: 32.75213 | longitude: -97.35337,,LaserAway,https://www.yellowpages.com/fort-worth-tx/mip/laseraway-533277470,US,TX,-97.35337,2021-11-20 16:49:33,Mo-Su 10:00-20:00,,2600 W 7th St
,78746,,"Hair Removal/Beauty Salons/Day Spas/Physicians & Surgeons/Physicians & Surgeons, Plastic & Reconstructive/Physicians & Surgeons, Surgery-General/Skin Care/Tattoo Removal",Austin,Home/TX/Austin/Beauty Salons/Hair Removal/Hall Plastic Surgery & Rejuvenation Center,,30.31235,hall.rejuvenation@hallplasticsurgery.com,http://www.hallplasticsurgery.com,14.0,"PostalAddress, US, 300 Beardsley Ln Ste 101, Austin, TX, 78746",(512) 302-5558,"insurance, discover, financing available, amex",,latitude: 30.31235 | longitude: -97.85341,,Hall Plastic Surgery & Rejuvenation Center,https://www.yellowpages.com/austin-tx/mip/hall-plastic-surgery-rejuvenation-center-479217701,US,TX,-97.85341,2021-11-20 16:49:42,Mo-Fr 09:00-17:00,,300 Beardsley Ln Ste 101
1,29732,,"Physicians & Surgeons, Dermatology/Day Spas/Health Resorts/Physicians & Surgeons/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Plastic & Reconstructive/Skin Care",Rock Hill,"Home/SC/Rock Hill/Doctors/Dermatologists/Timothy G. Woodall, MD",5,34.95028,palmettoskin@gmail.com,http://www.palmettoskincenter.com,20.0,"PostalAddress, US, 1563 Health Care Dr, Rock Hill, SC, 29732",(803) 329-6030,,,latitude: 34.95028 | longitude: -81.04922,https://i2.ypcdn.com/blob/2b98a5e41d63621554a8700a4970b10f14ea19d8_400x260_crop.jpg~https://i1.ypcdn.com/blob/c3220cbe7fb0f31b4230dfa97c4ed236473b6f94_240x260_crop.jpg,"Timothy G. Woodall, MD",https://www.yellowpages.com/rock-hill-sc/mip/timothy-g-woodall-md-452631744?lid=199915261,US,SC,-81.04922,2021-11-20 16:50:15,Mo-Th 08:30-16:00 | Fr 08:30-12:30,,1563 Health Care Dr
,85283,"Massage Therapy 
Hypnotherapy 
Hypnobirthing 
Auto Accident Massage 
Pregnancy Massage",Health Resorts/Hypnotherapy/Hypnotists/Massage Therapists/Physical Therapists,Tempe,Home/AZ/Tempe/Health Resorts/Awakening Nu Energy,,33.3708,pamela@awakeningnuenergy.com,http://awakeningnuenergy.com,15.0,"PostalAddress, US, 5777 S Rural Rd Ste 5, Tempe, AZ, 85283",(480) 228-4333,"debit, check, paypal, cash, all major credit cards, insurance",,latitude: 33.3708 | longitude: -111.92819,,Awakening Nu Energy,https://www.yellowpages.com/tempe-az/mip/awakening-nu-energy-481564818,US,AZ,-111.92819,2021-11-20 16:50:24,Mo-Fr 09:00-17:00 | Su 09:00-17:00,,5777 S Rural Rd Ste 5
,33063,,Massage Therapists/Physical Therapists,Margate,Home/FL/Margate/Massage Services/Massage Therapists/Accelerated Healing,,26.26273,health4u2@bellsouth.net,http://www.ahealing.us,14.0,"PostalAddress, US, 5901 Colonial Dr Ste 101, Margate, FL, 33063",(954) 234-7170,,,latitude: 26.26273 | longitude: -80.20442,,Accelerated Healing,https://www.yellowpages.com/margate-fl/mip/accelerated-healing-16358484,US,FL,-80.20442,2021-11-20 16:50:33,Tu 13:00-18:00 | Fr 13:00-18:00,"Accelerated Healing, LLC Massage Therapy~Accelerated Healing Massage Therapy~Accelerated Healing, LLC",5901 Colonial Dr Ste 101
,21228,"Dr. Evan Chung received his doctorate degree from the University Of Bridgeport College Of Chiropractic He also received Masters degree in Clinical Nutrition. He completed his internship at the University of Bridgeport Health Clinic and Park City Community Health Center. He also joined various sports events as a sports medicine team including the ING New York City Marathon, Angel Ride, etc. Furthermore, Dr. Chung is a certified provider of Active Release Technique ® (ART) and Graston Technique ® , which are two of the most advanced forms of soft tissue treatment modalities available.",Medical Service Organizations/Chiropractors & Chiropractic Services/Health & Welfare Clinics/Physical Therapy Clinics/Weight Control Services,Catonsville,Home/MD/Catonsville/Medical Service Organizations/Evan H. Chung Chiropractic,,39.27991,neohealthchiro@gmail.com,http://www.evanchungchiro.com,,"PostalAddress, US, 516 N Rolling Rd Ste 201b, Catonsville, MD, 21228",(203) 906-5716,"cash, check, discover, visa, amex, master card",,latitude: 39.27991 | longitude: -76.75468,https://i3.ypcdn.com/blob/8cf23902e210956f7ef54a9402722c946948f25f_400x260_crop.jpg~https://i4.ypcdn.com/blob/862c7d0fe68aeb64a6a01579fb9e471e970aff88_240x125_crop.jpg~https://i4.ypcdn.com/blob/15884a70a37c2af4328c9f9909b6d1a0852363bb_240x125_crop.jpg,Evan H. Chung Chiropractic,https://www.yellowpages.com/catonsville-md/mip/evan-h-chung-chiropractic-515444699,US,MD,-76.75468,2021-11-20 16:51:09,Mo-Fr 09:00-19:00 | Sa 09:00-16:00,,516 N Rolling Rd Ste 201b
,77058,,Massage Therapists/Chiropractors & Chiropractic Services/Medical Spas/Pain Management/Physical Therapy Clinics,Houston,Home/TX/Houston/Massage Services/Massage Therapists/It Works Bodywork & Massage,,29.54617,itworksbodywork@gmail.com,,8.0,"PostalAddress, US, 1322 Space Park Drive B275, Houston, TX, 77058",(281) 995-8974,"check, no credit cards",,latitude: 29.54617 | longitude: -95.09903,,It Works Bodywork & Massage,https://www.yellowpages.com/houston-tx/mip/it-works-bodywork-massage-478317296,US,TX,-95.09903,2021-11-20 16:51:30,Mo-Fr 10:00-19:00,,1322 Space Park Drive B275
,85711,"Enjoy quality, affordable pet care at our clinic in tucson, azat abc pet care clinic, your pets health and well-being is very important to us. We will take every step to give your pet the best possible care. Abc pet care is a full service animal hospital. We also offer low-cost spay and neuter services to your dog or cat. We also offer vaccinations, preventative care, and much more. Beyond first-rate pet care, we make our clinic comfortable and friendly, and we offer a very welcoming environment.at abc pet care clinic, we treat your pets like the valued family members they are. When you are looking for a veterinary care clinic, you should be able to count on superior care and excellent service! We have a state-of-the-art veterinary facility, which is clean, comfortable, and efficient. Call our pet clinic in tucson, az today at 520-745-4564 for quality, affordable pet care. South location  now offering wellness to your pets!  Please call 520-741-7729 for info and to schedule an appt.",Veterinarians/Animal Health Products/Pet Services/Physicians & Surgeons/Veterinary Clinics & Hospitals,Tucson,Home/AZ/Tucson/Veterinarians/ABC Pet Care Clinic,,32.20797,abcpetcareclinics@gmail.com,http://www.animalbirthcontroltucson.com,,"PostalAddress, US, 1114 S Craycroft Rd, Tucson, AZ, 85711",(520) 745-4564,"amex, cash, discover, master card, visa",,latitude: 32.20797 | longitude: -110.8757,,ABC Pet Care Clinic,https://www.yellowpages.com/tucson-az/mip/abc-pet-care-clinic-547048899?lid=1001956717048,US,AZ,-110.8757,2021-11-20 16:51:32,Tu-Fr 07:00-17:00 | Sa 07:00-15:00,,1114 S Craycroft Rd
,19010,,"Skin Care/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Dermatology/Physicians & Surgeons, Family Medicine & General Practice/Reducing & Weight Control",Bryn Mawr,"Home/PA/Bryn Mawr/Skin Care/Dr. John F. Ledlie, MD",,40.0153,jledlie@bmmsa.com,http://www.bmmsa.com,40.0,"PostalAddress, US, 933 E Haverford Rd, Bryn Mawr, PA, 19010",(610) 527-3800,"all major credit cards, master card, visa",,latitude: 40.0153 | longitude: -75.31879,,"Dr. John F. Ledlie, MD",https://www.yellowpages.com/bryn-mawr-pa/mip/dr-john-f-ledlie-md-536169311,US,PA,-75.31879,2021-11-20 16:51:47,Mo-Fr 09:00-17:00,"Ledlie John F MD~Bryn Mawr Medical Spec Assoc~Ledlie, John F, Md - Bryn Mawr Medical Spec Assoc",933 E Haverford Rd
1,89117,"Trendsetter Eyewear is an optical boutique located in Summerlin, Las Vegas, NV specializing in designer eyeglasses and unique eyewear options for men and women.  Optometrist Dr. Cynthia Payne provides eye exams for eyeglasses, contact lenses and eyecare for many  eye conditions.  Trendsetter Eyewear accepts many vision insurance plans.",Sunglasses/Contact Lenses/Eyeglasses/Optical Goods/Opticians/Optometrists,Las Vegas,Home/NV/Las Vegas/Sunglasses/Trendsetter Eyewear,5,36.15696,drcpayne@trendsettereyewear.com,http://www.trendsettereyewear.com,10.0,"PostalAddress, US, 1225 S Fort Apache Rd Ste 145, Las Vegas, NV, 89117",(702) 479-5222,"amex, cash, discover, master card, visa",,latitude: 36.15696 | longitude: -115.29247,,Trendsetter Eyewear,https://www.yellowpages.com/las-vegas-nv/mip/trendsetter-eyewear-476042143,US,NV,-115.29247,2021-11-20 16:51:55,"Mo-Fr 10:00-13:00,14:00-17:00",,1225 S Fort Apache Rd Ste 145
,53202,,"Skin Care/Physicians & Surgeons, Dermatology",Milwaukee,"Home/WI/Milwaukee/Skin Care/Dermatology Associates of Wisconsin, S.C.",,43.03944,marketing@dermwisconsin.com,http://dermwisconsin.com/find/location/milwaukee,44.0,"PostalAddress, US, 735 N Water St Ste 830, Milwaukee, WI, 53202",(414) 273-1222,"visa, master card, check, cash, insurance",,latitude: 43.03944 | longitude: -87.90938,https://i1.ypcdn.com/blob/eabfedf4927fdf1e4bd4d59bba128d354b73da9f_400x260_crop.jpg,"Dermatology Associates of Wisconsin, S.C.",https://www.yellowpages.com/milwaukee-wi/mip/dermatology-associates-of-wisconsin-s-c-496672104,US,WI,-87.90938,2021-11-20 16:52:04,Mo-Fr 08:00-17:00,,735 N Water St Ste 830
,10036,"As New York City's optical boutique for handmade, independent eyewear, we pride ourselves on providing you with the best selection of unique eyewear. In fact, we hand select every frame based on its unique design, quality of materials, and thoughtful craftsmanship. We offer a curated selection of eyewear from all over the world from the best designers.",Optical Goods/Optometrists,New York,Home/NY/New York/Optical Goods/La Bleu Optique,,40.75654,lableunyc@gmail.com,https://www.lableu.com,,"PostalAddress, US, 1156 Avenue Of The Americas, New York, NY, 10036",(212) 221-0247,"cash, visa, master card, amex, discover, financing available, all major credit cards",,latitude: 40.75654 | longitude: -73.98264,https://i4.ypcdn.com/blob/ec30f976fd3b9eef835594d14170f54729e85743_400x260_crop.jpg~https://i2.ypcdn.com/blob/592a0e76f7552e68aa0d2b28ad0f9abdc88f60fa_240x170_crop.jpg~https://i4.ypcdn.com/blob/35b9c85b98cb4e374578765cb81793fec935a497_115x80_crop.jpg~https://i4.ypcdn.com/blob/de53d539e2f28b33c6328cc53d1db82047e135ee_115x80_crop.jpg,La Bleu Optique,https://www.yellowpages.com/new-york-ny/mip/la-bleu-optique-510682469,US,NY,-73.98264,2021-11-20 16:52:27,Mo-Th 10:00-19:30 | Fr 10:00-15:00 | Su 13:00-18:00,La Bleu Optique Llc,1156 Avenue Of The Americas
,84084,,Personal Fitness Trainers/Health & Fitness Program Consultants/Health Clubs/Nutritionists/Physical Therapists,West Jordan,Home/UT/West Jordan/Fitness Trainers/Personal Fitness Trainers/Crossroads Fitness,,40.62309,dave@fitnessutah.com,http://www.fitnessutah.com,9.0,"PostalAddress, US, 7046 S Redwood Rd, West Jordan, UT, 84084",(801) 981-4302,,,latitude: 40.62309 | longitude: -111.93896,,Crossroads Fitness,https://www.yellowpages.com/west-jordan-ut/mip/crossroads-fitness-475529104,US,UT,-111.93896,2021-11-20 16:52:36,Mo-Th 05:00-22:00 | Fr 05:00-21:00 | Sa 07:00-19:00 | Su 09:00-16:00,"Crossroads Fitness West Jordan, LLC~Crossroads Fitness West Jordan",7046 S Redwood Rd
,30328,,"Reducing & Weight Control/Physicians & Surgeons/Physicians & Surgeons, Weight Loss Management/Weight Control Services",Atlanta,Home/GA/Atlanta/Workout Programs/Weight Loss Clinics/Real Results Weight Loss Solutions,,33.92315,info@realresultswls.com,http://www.realresultswls.com,,"PostalAddress, US, 6160 Peachtree Dunwoody Rd Ste A100, Atlanta, GA, 30328",(404) 236-7555,"check, financing available, insurance",,latitude: 33.92315 | longitude: -84.35253,,Real Results Weight Loss Solutions,https://www.yellowpages.com/atlanta-ga/mip/real-results-weight-loss-solutions-452287255,US,GA,-84.35253,2021-11-20 16:52:54,Mo-Fr 09:00-17:00,,6160 Peachtree Dunwoody Rd Ste A100
,74135,"At LensCrafters located at 4107 S Yale Ave, we believe vision care is about far more than a pair of glasses or a prescription. Eyes are windows to the world, capturing memories and immersing us in moments. Your Tulsa LensCrafters continues its dedication to quality vision health with services and technology that ensures you always see your best. Our associates are trained to help you find the perfect pair of prescription eyeglasses and sunglasses. We feature a selection of handmade frames from brands around the world such as Ray-Ban, Coach, Oakley and more. We accept most vision insurance plans, including: Aetna, EyeMed, Humana United Healthcare Vision, and many more. At LensCrafters all prescriptions are welcome! Each pair of lenses, whether single vision, bifocals, progressives or polarized sun lenses, is crafted in our labs. We do what we do because we love eyes and care about the people behind them. Eye exams are available from Independent Doctors of Optometry at or next to LensCrafters in most states.",Optical Goods/Eyeglasses/Optometrists,Tulsa,Home/OK/Tulsa/Optical Goods/LensCrafters,,36.10301,customerservice@aeropostale.com,https://local.lenscrafters.com/ok/tulsa/4107-s-yale-ave.html?cid=yext_0351&y_source=1_MTIxMDM3MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,38.0,"PostalAddress, US, 4107 S Yale Ave, Tulsa, OK, 74135",(918) 627-6227,"cash, check, discover, master card, visa, amex",,latitude: 36.10301 | longitude: -95.92025,https://i2.ypcdn.com/blob/ec14ef530784483a1cefa329739345d5ed18c3fc_400x260_crop.jpg~https://i3.ypcdn.com/blob/621754a1c53458f91ca2b60cba73dc6a4b6847b0_240x170_crop.jpg~https://i4.ypcdn.com/blob/137600cf0f50fa370a40267abe160ce9747078ac_115x80_crop.jpg~https://i3.ypcdn.com/blob/06803f958c81564122d0faa119bc8e20c90df955_115x80_crop.jpg,LensCrafters,https://www.yellowpages.com/tulsa-ok/mip/lenscrafters-474537129,US,OK,-95.92025,2021-11-20 16:53:07,Mo-Sa 10:00-19:00 | Su 12:00-18:00,,4107 S Yale Ave
2,78666,"Dr. Schlotter with Finesse Surgical Solutions provides treatments for varicose and spider veins (formerly Veintec). In addition, he performs general and vascular surgeries, Tickle liposuction, face and neck lifts using Silhouette Suture, laser hair in San Marcos, Texas and surrounding communities; Austin, Seguin, New Braunfels, Canyon Lake, Buda, Kyle, Wimberley, Lockhart. He and his staff are especially trained to help patients with all aspects of their surgical needs. Many surgeries and treatments are provided in our facility in our comfortble well equipped procedure rooms. Please visit our site to see the many treatment options we provide, as well as useful information for prospective patients. We look forward to providing you the personal care that is the foundation of our business - Call to Book Your Appointment Today! Board Certified by The American Board of Surgery - Fellow of The American College of Surgeons - Member of Texas Medical Association Licensed,","Hair Removal/Beauty Salons/Physicians & Surgeons/Physicians & Surgeons, Cosmetic Surgery/Physicians & Surgeons, Plastic & Reconstructive/Physicians & Surgeons, Surgery-General/Physicians & Surgeons, Vascular Surgery",San Marcos,Home/TX/San Marcos/Beauty Salons/Hair Removal/Finesse Surgical Solutions,5,29.89054,Info@FinesseSurgical.com,http://finessesurgical.com,29.0,"PostalAddress, US, 1347 Thorpe Ln, San Marcos, TX, 78666",(512) 395-8770,"amex, discover, visa, master card, financing available, check, debit, insurance, cash",,latitude: 29.89054 | longitude: -97.92091,https://i1.ypcdn.com/blob/64dc31ce05a313a1f7be907ace808624d12156b0_400x260_crop.jpg~https://i2.ypcdn.com/blob/419da5ff074f4397134332278b09f46e8be648a4_240x170_crop.jpg~https://i3.ypcdn.com/blob/d68ef2ce4c06318de769882d72da860a3cae55f9_115x80_crop.jpg~https://i1.ypcdn.com/blob/e7c6cf56418ee2541be0d3aeaad1ee2f1fcc6af0_115x80_crop.jpg,Finesse Surgical Solutions,https://www.yellowpages.com/san-marcos-tx/mip/finesse-surgical-solutions-466536753?lid=1000437163421,US,TX,-97.92091,2021-11-20 16:53:43,Mo-Th 08:00-17:00 | Fr 08:00-16:00,,1347 Thorpe Ln
,44130,,Optical Goods/Optometrists,Cleveland,Home/OH/Cleveland/Optical Goods/Vision Clinics,,41.36966,visionclinics@earthlink.net,http://www.svsvision.com,37.0,"PostalAddress, US, 7199 Pearl Rd, Cleveland, OH, 44130",(440) 843-6900,"master card, visa",,latitude: 41.36966 | longitude: -81.80166,,Vision Clinics,https://www.yellowpages.com/cleveland-oh/mip/vision-clinics-533093790,US,OH,-81.80166,2021-11-20 16:53:52,Mo 09:00-17:00 | Tu 09:00-19:30 | Th-Fr 09:00-17:00 | Sa 08:00-12:00,,7199 Pearl Rd
,70118,"Dr. Michael M. Gutierrez is excited to bring his practice back to his home, New Orleans. After 26 years and a successful practice in Florida, Dr. Gutierrez is ready to expand into the New Orleans market.","Skin Care/Medical Spas/Physicians & Surgeons/Physicians & Surgeons, Dermatology",New Orleans,Home/LA/New Orleans/Skin Care/Nola Dermatology,,29.92223,contact@noladermdoc.com,http://www.noladermdoc.com,7.0,"PostalAddress, US, 6042 Magazine St, New Orleans, LA, 70118",(504) 899-6652,"cash, insurance, visa, amex, discover, debit, check, master card",,latitude: 29.92223 | longitude: -90.1227,https://i3.ypcdn.com/blob/36803642726c60b1639cdb9a411535673e124af1_400x260_crop.jpg~https://i2.ypcdn.com/blob/b42f5cb5a1632a1d89d0d3a1f806a80178c4f230_240x125_crop.jpg~https://i1.ypcdn.com/blob/571875f7c9f6ebfa53d2973e4cd39e47e2d72b49_240x125_crop.jpg,Nola Dermatology,https://www.yellowpages.com/new-orleans-la/mip/nola-dermatology-462629885,US,LA,-90.1227,2021-11-20 21:57:50,Mo-Fr 09:00-17:00 | Sa 10:00-15:00,,6042 Magazine St
,37923,,"Skin Care/Cosmetics & Perfumes/Physicians & Surgeons, Dermatology",Knoxville,Home/TN/Knoxville/Skin Care/Regenerations Cosmetic Medicine,,35.91764,regenerationscosmeticmed@gmail.com,http://www.genobgyn.com,14.0,"PostalAddress, US, 9430 Park West Blvd, Knoxville, TN, 37923",(865) 769-4487,"amex, cash, check, discover, master card, visa",,latitude: 35.91764 | longitude: -84.10192,,Regenerations Cosmetic Medicine,https://www.yellowpages.com/knoxville-tn/mip/regenerations-cosmetic-medicine-473839072,US,TN,-84.10192,2021-11-20 21:58:45,Mo-Fr 08:30-17:00,,9430 Park West Blvd
,66212,,Massage Therapists/Physical Therapists,Overland Park,Home/KS/Overland Park/Massage Services/Massage Therapists/Zenergetics Massage Therapy,,38.97164,debbie@zenergeticsmassage.com,http://www.zenergeticsmassage.com,14.0,"PostalAddress, US, 10100 W 87th St, Overland Park, KS, 66212",(913) 341-0022,,,latitude: 38.97164 | longitude: -94.70387,,Zenergetics Massage Therapy,https://www.yellowpages.com/overland-park-ks/mip/zenergetics-massage-therapy-503107774,US,KS,-94.70387,2021-11-20 21:58:48,Mo-Fr 09:00-18:00 | Sa 09:00-13:00,,10100 W 87th St
,40220,,Massage Therapists/Physical Therapists,Louisville,Home/KY/Louisville/Massage Services/Massage Therapists/A Healing Touch,,38.21913,ahealingtouch3@gmail.com,,,"PostalAddress, US, 4439 Taylorsville Rd, Louisville, KY, 40220",(502) 499-9966,,,latitude: 38.21913 | longitude: -85.60167,,A Healing Touch,https://www.yellowpages.com/louisville-ky/mip/a-healing-touch-451145389,US,KY,-85.60167,2021-11-20 21:59:27,Mo-Th 08:00-18:00 | Fr 08:00-12:00 | Sa 10:00-14:00,,4439 Taylorsville Rd
,35209,"At LensCrafters located at 704 Brookwood Village, we believe vision care is about far more than a pair of glasses or a prescription. Eyes are windows to the world, capturing memories and immersing us in moments. Your Birmingham LensCrafters continues its dedication to quality vision health with services and technology that ensures you always see your best. Our associates are trained to help you find the perfect pair of prescription eyeglasses and sunglasses. We feature a selection of handmade frames from brands around the world such as Ray-Ban, Coach, Oakley and more. We accept most vision insurance plans, including: Aetna, EyeMed, Humana United Healthcare Vision, and many more. At LensCrafters all prescriptions are welcome! Each pair of lenses, whether single vision, bifocals, progressives or polarized sun lenses, is crafted in our labs. We do what we do because we love eyes and care about the people behind them. Eye exams are available from Independent Doctors of Optometry at or next to LensCrafters in most states.",Optical Goods/Eyeglasses/Optometrists,Birmingham,Home/AL/Birmingham/Optical Goods/LensCrafters,,33.47218,website@www.lenscrafters.com,https://local.lenscrafters.com/al/birmingham/704-brookwood-village.html?cid=yext_1317&y_source=1_MTIxMDc5MC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,38.0,"PostalAddress, US, 704 Brookwood Vlg, Birmingham, AL, 35209",(205) 879-2534,"amex, discover, master card, visa, check, cash",,latitude: 33.47218 | longitude: -86.76893,https://i3.ypcdn.com/blob/06803f958c81564122d0faa119bc8e20c90df955_400x260_crop.jpg,LensCrafters,https://www.yellowpages.com/birmingham-al/mip/lenscrafters-468017318,US,AL,-86.76893,2021-11-20 22:01:11,Mo-Sa 10:00-18:00 | Su 12:00-18:00,,704 Brookwood Vlg
,37932,,Massage Therapists/Physical Therapists,Knoxville,"Home/TN/Knoxville/Massage Services/Massage Therapists/Condon, Barbara J, LMT",,35.91221,care@spaatoasis.com,http://www.spaatoasis.com,29.0,"PostalAddress, US, 1216 Snyder School Rd, Knoxville, TN, 37932",(865) 607-5004,,,latitude: 35.91221 | longitude: -84.17146,,"Condon, Barbara J, LMT",https://www.yellowpages.com/knoxville-tn/mip/condon-barbara-j-lmt-464198238,US,TN,-84.17146,2021-11-20 22:08:24,,,1216 Snyder School Rd
1,11209,"Bay Ridge Skin & Cancer Dermatology, P.C.is the largest, most comprehensivedermatology practice in Brooklyn.We treat patients of all ages, from infants to adults, with every type of skin disease, benign and malignant. Our doctors are board certified and hold academic positions at teaching hospitals throughout New York City. They are well versed in the latest medical advancements and procedures, from biologic therapy to Mohs Micrographic surgery and cosmetic dermatology. The office is equipped with state-of-the art technology that includes hototherapy units, grenz ray, radiation therapy and lasers,ensuring patients receive the best care available today. Bay Ridge Skin & Cancer Dermatology specializing in dermatology, cosmetic dermatology, mohs micrographic surgery, BOTOX?, Restylane, laser hair removal, chemical peels, acne treatment, and skin cancer treatment. Serving Brooklyn and surrounding areas.","Hair Removal/Physicians & Surgeons/Physicians & Surgeons, Dermatology/Physicians & Surgeons, Plastic & Reconstructive/Skin Care",Brooklyn,Home/NY/Brooklyn/Beauty Salons/Hair Removal/Bay Ridge Skin & Cancer Dermatology PC,1,40.61297,contactbrsc@aol.com,http://www.bayridgederm.com,16.0,"PostalAddress, US, 9921 4th Ave, Brooklyn, NY, 11209",(718) 833-7616,"visa, amex",,latitude: 40.61297 | longitude: -74.0331,https://i3.ypcdn.com/blob/501a7e7e565d4087880a90d3cc891791503ba420_400x260_crop.jpg,Bay Ridge Skin & Cancer Dermatology PC,https://www.yellowpages.com/brooklyn-ny/mip/bay-ridge-skin-cancer-dermatology-pc-22252608,US,NY,-74.0331,2021-11-20 22:10:05,Mo 09:00-19:00 | Tu 09:00-16:00 | We-Th 09:00-19:00 | Fr 09:00-17:00 | Sa 09:00-13:00,,9921 4th Ave
