State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Footnote HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),Footnote for percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate
OH,368034,"HOME CARE NETWORK, INC",27062 OAKMEAD DRIVE,PERRYSBURG,43551,4198749008,Local,Yes,Yes,Yes,Yes,No,Yes,09/23/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368035,DIAMONDS & PEARLS HEALTH SERVICES LLC,"3570 WARRENSVILLE CENTER ROAD, SUITE 104",SHAKER HEIGHTS,44122,2167528500,Local,Yes,Yes,Yes,Yes,No,Yes,10/10/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368036,"SUN HOME HEALTH CARE, INC",107 WEST WILLIAM STREET,DELAWARE,43015,7403625035,Local,Yes,Yes,Yes,Yes,No,Yes,10/23/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368037,INDEPENDENT HOME CARE,"4371 EAST BROAD STREET, SUITE 101",COLUMBUS,43213,6142319202,Local,Yes,Yes,Yes,Yes,No,Yes,01/07/2004,Not Available,11,Not Available,11,79,11,Not Available,11,80,11,Not Available,11,74,11,Not Available,11,96,11,64,11,13,,35,
OH,368038,"PINNACLE HOME HEALTH CARE AGENCY, INC",3045 RODENBECK DRIVE,BEAVER CREEK,45432,9374261888,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/19/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368039,"ABLE SUPPORT SERVICES, INC",2641 OAKSTONE DRIVE,COLUMBUS,43231,6144363791,Local,Yes,Yes,Yes,Yes,No,Yes,12/10/2003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368042,"MAXIM HEALTHCARE SERVICES, INC",110 WEST WESTERN RESERVE ROAD,POLAND,44514,3309651502,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/31/2003,Not Available,11,Not Available,11,91,11,Not Available,11,92,11,Not Available,11,75,11,Not Available,11,86,11,73,11,12,,15,
OH,368043,"J&J'S CONSULTING AND HOME HEALTH, LLC","1418 BRICE ROAD, SUITE 205",REYNOLDSBURG,43068,6147754840,Local,Yes,Yes,Yes,Yes,No,Yes,01/29/2004,3,11,3,11,87,11,2,11,74,11,4,11,89,11,2,11,79,11,64,11,40,,22,
OH,368044,EXCEL HEALTH SERVICES,"4889 SINCLAIR ROAD, SUITE 115",COLUMBUS,43229,6147940006,Local,Yes,Yes,Yes,Yes,No,Yes,02/04/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368045,OMNI PARK HOME CARE,"27801 EUCLID AVENUE, SUITE 600",EUCLID,44132,2162898963,Local,Yes,Yes,Yes,Yes,No,Yes,02/05/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368046,"HORIZON HOME HEALTHCARE, LLC",410 CORPORATE CENTER DRIVE,VANDALIA,45377,9374103838,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/25/2004,3,,2,,85,,3,,81,,3,,82,,2,,81,,70,,179,,21,
OH,368047,"HOMESITE HOME HEALTH CARE, LLC",8744 OHIO RIVER ROAD,WHEELERSBURG,45694,9377729500,Local,Yes,Yes,Yes,Yes,No,Yes,02/25/2004,Not Available,9,Not Available,9,73,9,Not Available,9,72,9,Not Available,9,78,9,Not Available,9,52,9,77,9,7,,17,
OH,368049,"OMNICARE HOME HEALTHCARE AGENCY, LLC","24800 CHAGRIN BLVD, SUITE 105",BEACHWOOD,44122,2162926352,Local,Yes,Yes,Yes,No,No,Yes,03/25/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368050,HOME HEALTH CARE BY BLACK STONE,3044 KETTERING BLVD,DAYTON,45439,9374241370,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/26/2004,2,,2,,84,,2,,78,,3,,82,,2,,84,,69,,202,,26,
OH,368051,"XCEL HEALTHCARE PROVIDERS, INC",1991 LEE ROAD,CLEVELAND HEIGHTS,44118,2164269996,Local,Yes,Yes,Yes,No,No,Yes,03/25/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368052,"CARING HEARTS HOME HEALTH SERVICES, INC","5969 EAST LIVINGSTON AVENUE, SUITE 110",COLUMBUS,43232,6148636950,Official Health Agency,Yes,Yes,Yes,No,No,Yes,03/22/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368053,SOUTHWEST HOME HEALTH CARE,"121 HARRISON AVENUE, SUITE 3",HARRISON,45030,5132021370,Local,Yes,Yes,Yes,No,No,Yes,05/18/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368056,"SELECT HOME CARE, LLC","153 WEST MAIN STREET, SUITE 203",NEW ALBANY,43054,6148479400,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,06/17/2004,3,,4,,89,,4,,86,,2,,79,,3,,81,,77,,119,,21,
OH,368058,HOME HEALTH CARE SOLUTIONS,1112 SOUTH WASHINGTON STREET,VAN WERT,45891,4192383133,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/08/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368059,"ADVANTAGE SKILLED CARE, LLC",1656 COLES BLVD,PORTSMOUTH,45662,7403545671,Local,Yes,Yes,Yes,Yes,No,Yes,07/02/2004,3,,3,,87,,3,,86,,2,,75,,2,,85,,79,,77,,19,
OH,368062,"CONTINENTAL HOME HEALTH CARE, INC","5898 CLEVELAND AVENUE, SUITE A",COLUMBUS,43231,6148184722,Local,Yes,Yes,No,No,No,Yes,07/20/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368063,QUALITY OF LIFE HOME CARE LTD,407 SECOND STREET,MARIETTA,45750,7403748005,Local,Yes,No,No,No,No,Yes,08/03/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368064,HEALTHPRO HOMECARE AND STAFFING,950H TAYLOR STATION ROAD,COLUMBUS,43230,6148647340,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/21/2004,Not Available,11,Not Available,11,91,11,Not Available,11,88,11,Not Available,11,90,11,Not Available,11,90,11,87,11,34,,17,
OH,368066,INTERIM HEALTHCARE OF MARIETTA,1017 PIKE STREET,MARIETTA,45750,7403733800,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/02/2004,2,,2,,84,,3,,82,,2,,75,,2,,75,,63,,92,,36,
OH,368067,BUCKEYE HOME CARE,"4900 REED ROAD, SUITE 105",COLUMBUS,43220,6147810357,Local,Yes,Yes,Yes,Yes,No,Yes,09/29/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368070,"HEALTH CARE BRIDGE, INC","3733 PARK EAST DRIVE, SUITE 250",BEACHWOOD,44122,2163827621,Local,Yes,No,No,No,No,Yes,09/30/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368071,REGISTERED NURSES CARE LTD,"3245 EAST LIVINGSTON AVENUE, SUITE 200",COLUMBUS,43227,6148953358,Local,Yes,No,No,No,No,Yes,10/20/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368075,"EBE HEALTHCARE, LLC",467 WATERBURY COURT,GAHANNA,43230,6144140057,Local,Yes,Yes,Yes,No,No,Yes,10/13/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368079,"SUPERIOR CARE PLUS, LLC","1080 NIMITZVIEW DRIVE, SUITE 100",CINCINNATI,45230,5132311060,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/01/2004,3,,2,,86,,3,,83,,3,,81,,2,,81,,77,,173,,34,
OH,368081,"LIFESAVER HEALTH CARE, LLC","5300 EAST MAIN STREET, SUITE 102",COLUMBUS,43213,6148665433,Local,Yes,Yes,Yes,Yes,No,Yes,12/13/2004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368083,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,681 EAST THIRD STREET,WAVERLY,45690,7409473010,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/27/2005,4,,4,,89,,4,,83,,3,,83,,3,,82,,78,,210,,36,
OH,368087,"HOME HEALTH CONNECTION, INC","6797 NORTH HIGH STREET, SUITE 113",WORTHINGTON,43085,6148394545,Local,Yes,Yes,Yes,Yes,Yes,Yes,02/08/2005,3,,3,,87,,3,,81,,1,,64,,3,,80,,70,,75,,18,
OH,368088,"HORIZON HEALTH SERVICES, LLC",2618 NORTH MORELAND BLVD,CLEVELAND,44120,2164266000,Local,Yes,No,No,No,No,Yes,02/18/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368092,HEALING TOUCH HOME HEALTHCARE,"7031 CORPORATE WAY, SUITE 201",DAYTON,45459,9376105555,Local,Yes,Yes,Yes,Yes,No,Yes,03/04/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368093,SIMMS HOMECARE AND BEHAVIORAL HEALTH SERVICES,3887 INDIANOLA AVENUE,COLUMBUS,43214,6142516129,Local,Yes,Yes,Yes,No,No,Yes,03/04/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368094,CARDINAL HOME HEALTHCARE SOLUTIONS,2248 LOSANTIVILLE AVENUE,CINCINNATI,45237,5132716700,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/31/2005,2,,2,,85,,3,,86,,2,,73,,2,,77,,59,,79,,17,
OH,368095,"NATIONWIDE HEALTHCARE, LLC",5700 CHEVROLET BLVD,PARMA,44130,4408888888,Local,Yes,Yes,Yes,Yes,No,Yes,04/07/2005,Not Available,11,Not Available,11,98,11,Not Available,11,98,11,Not Available,11,96,11,Not Available,11,100,11,90,11,12,,22,
OH,368097,"EASTON HOME CARE, LLC","3433 AGLER ROAD, SUITE 1500",COLUMBUS,43219,6144185840,Local,Yes,Yes,Yes,Yes,No,Yes,04/17/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368099,"NATIONWIDE HOME HEALTHCARE, CORP","610 TAYLOR STATION ROAD, SUITE B",GAHANNA,43230,6143222242,Local,Yes,Yes,Yes,Yes,No,Yes,05/11/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368100,"BETTER HOME CARE SERVICES, INC","4770 INDIANOLA AVENUE, SUITE 150",COLUMBUS,43214,6148889375,Local,Yes,Yes,Yes,Yes,No,Yes,05/31/2005,Not Available,11,Not Available,11,86,11,Not Available,11,76,11,Not Available,11,86,11,Not Available,11,72,11,71,11,24,,22,
OH,368102,"PURE HEALTH CARE, LLC","3280 RIVERSIDE DRIVE, SUITE 25",COLUMBUS,43221,6144570909,Local,Yes,Yes,Yes,No,No,Yes,06/22/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368103,ZIMAM HOME HEALTHCARE,415 EAST MOUND STREET,COLUMBUS,43215,6148490550,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/04/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368104,KINDRED AT HOME II,"5386 MAJESTIC PARKWAY, SUITE 1",BEDFORD HEIGHTS,44146,4195895921,Local,Yes,Yes,Yes,Yes,Yes,Yes,07/19/2005,4,,4,,92,,5,,88,,4,,87,,4,,87,,83,,345,,32,
OH,368106,"VALLEY HOME HEALTH CARE, LLC","755 BOARDMAN CANFIELD ROAD, SUITE N1",BOARDMAN,44512,3307585727,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,08/18/2005,3,11,3,11,89,11,3,11,80,11,3,11,82,11,3,11,85,11,74,11,69,,19,
OH,368108,PHOENIX HOME HEALTH CARE OF CENTRAL OHIO LLC,"30 NORTHWOODS BLVD, SUITE 200",COLUMBUS,43235,6148888885,Local,Yes,Yes,Yes,Yes,No,Yes,08/24/2005,Not Available,11,Not Available,11,88,11,Not Available,11,80,11,Not Available,11,95,11,Not Available,11,100,11,79,11,12,,13,
OH,368109,"AMERICA'S HOME HEALTH SERVICES, LLC","3556 SULLIVANT AVENUE, SUITE 205",COLUMBUS,43204,6142740400,Local,Yes,Yes,Yes,Yes,No,Yes,08/11/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368112,"NEW MILLENIUM HOME HEALTH, LLC",6031 CLEVELAND AVENUE,COLUMBUS,43231,6148827782,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/06/2005,Not Available,11,Not Available,11,78,11,Not Available,11,82,11,Not Available,11,85,11,Not Available,11,60,11,61,11,32,,36,
OH,368113,FREEDOM HOME HEALTH,"5930 WILCOX PLACE, SUITE D",DUBLIN,43016,6143368870,Local,Yes,Yes,Yes,Yes,No,Yes,10/06/2005,Not Available,11,Not Available,11,87,11,Not Available,11,84,11,Not Available,11,75,11,Not Available,11,80,11,76,11,20,,22,
OH,368114,"A M FRIENDS & FAMILY HEALTHCARE, LLC","2211 LAKE CLUB DRIVE, SUITE 200",COLUMBUS,43232,6148663400,Official Health Agency,Yes,Yes,Yes,Yes,Yes,Yes,10/20/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368115,HOLY FAMILY HOME HEALTH CARE,6707 STATE ROAD,PARMA,44134,4408887722,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/27/2005,5,,4,,93,,5,,91,,4,,87,,5,,93,,82,,76,,36,
OH,368116,"PREMIERFIRST HOME HEALTHCARE, INC",1430 SOUTH HIGH STREET,COLUMBUS,43207,6144433110,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,10/27/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368118,"OTTERBEIN HOME HEALTH, LLC",672 NORTH STATE ROUTE 741,LEBANON,45036,5136968565,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/19/2005,4,,4,,89,,4,,83,,3,,80,,3,,79,,75,,99,,34,
OH,368120,"ULTIMATE HOME HEALTHCARE SERVICES, INC",7656 SLATE RIDGE BLVD,REYNOLDSBURG,43068,6148686970,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,11/18/2005,Not Available,11,Not Available,11,68,11,Not Available,11,67,11,Not Available,11,87,11,Not Available,11,67,11,47,11,21,,15,
OH,368121,"SIGNATURE CARE, INC",7678 SLATE RIDGE BLVD,REYNOLDSBURG,43068,6147519901,Local,Yes,Yes,Yes,Yes,No,Yes,10/26/2005,4,11,3,11,89,11,4,11,90,11,4,11,89,11,4,11,89,11,74,11,55,,32,
OH,368122,"ENHANCED REHABILITATION SERVICES, INC","8437 MAYFIELD ROAD, SUITE 102",CHESTERLAND,44026,4403527533,Local,Yes,Yes,Yes,Yes,Yes,Yes,11/14/2005,3,,3,,89,,4,,86,,3,,80,,2,,80,,86,,100,,23,
OH,368125,"COMFORT HEALTHCARE, LLC",8310 DETROIT AVENUE,CLEVELAND,44102,2162819999,Local,Yes,Yes,Yes,Yes,No,Yes,11/23/2005,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,100,9,100,9,3,,15,
OH,368128,"RX HOME HEALTHCARE, INC",2020 CARNEGIE AVENUE,CLEVELAND,44115,2162950056,Local,Yes,Yes,Yes,Yes,No,Yes,11/15/2005,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368130,"A & L HOME CARE AND TRAINING CENTER, LLC",6129 COUNTY ROAD 107,PROCTORVILLE,45669,7408867623,Local,Yes,Yes,Yes,Yes,No,Yes,12/15/2005,Not Available,11,Not Available,11,94,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,86,11,91,11,32,,34,
OH,368131,"ALTERNATE SOLUTIONS HOME CARE OF CINCINNATI, LLC","4340 GLENDALE-MILFORD ROAD, SUITE 100",BLUE ASH,45242,5135634663,Local,Yes,Yes,Yes,Yes,Yes,Yes,12/15/2005,2,,2,,84,,3,,78,,2,,78,,2,,75,,66,,323,,22,
OH,368132,INTERIM HEALTHCARE OF BRIDGEPORT,"47455 NATIONAL ROAD WEST, SUITE 100",SAINT CLAIRSVILLE,43950,7406350045,Local,Yes,Yes,Yes,Yes,Yes,Yes,01/12/2006,3,11,3,11,84,11,4,11,87,11,4,11,87,11,2,11,76,11,70,11,54,,25,
OH,368133,"SACRED ARMS, INC","8600 GLENWOOD AVENUE, SUITE 140",BOARDMAN,44512,3304823100,Local,Yes,Yes,Yes,No,No,Yes,02/15/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368135,PLATINUM HOME HEALTH SERVICES,"5813 MAYFIELD ROAD, SUITE 201",MAYFIELD HEIGHTS,44124,4409950202,Local,Yes,Yes,Yes,Yes,Yes,Yes,03/16/2006,4,11,3,11,91,11,4,11,87,11,4,11,89,11,4,11,88,11,79,11,55,,30,
OH,368137,"WOODLANDS HOME CARE, LLC",4780 KIRK ROAD,AUSTINTOWN,44515,3307927681,Local,Yes,Yes,Yes,Yes,No,Yes,06/21/2006,4,11,4,11,89,11,5,11,90,11,3,11,83,11,4,11,86,11,82,11,68,,50,
OH,368138,"FAMILY HEALTHCARE CENTER, LLC","1150 MORSE ROAD, SUITE 206",COLUMBUS,43229,6144366568,Local,Yes,No,No,No,No,Yes,06/27/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368139,"ASAP HOME NURSES, INC","ONE PARK CENTRE, SUITE 17",WADSWORTH,44281,3303341025,Local,Yes,Yes,Yes,Yes,No,Yes,07/13/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368140,PINNACLE SENIOR CARE,7334 INDUSTRIAL PARK BLVD,MENTOR,44060,2167312980,Local,Yes,Yes,Yes,Yes,Yes,Yes,08/31/2006,3,,3,,88,,4,,84,,3,,84,,3,,82,,67,,88,,25,
OH,368142,"FOUNTAIN PARK HOME CARE, LLC","1140 KNOXVILLE AVENUE, SUITE A",SAINT MARYS,45885,8668262778,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/07/2006,4,,4,,89,,4,,86,,4,,88,,3,,83,,74,,190,,30,
OH,368146,"LOVE'N COMFORT HOME HEALTH CARE, LLC","2020 BRICE ROAD, SUITE 230",REYNOLDSBURG,43068,6148450852,Local,Yes,Yes,Yes,Yes,No,Yes,10/31/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368147,NATIONAL CHURCH RESIDENCES HOME AND COMMUNITY SERV,2245 NORTH BANK DRIVE,COLUMBUS,43220,6144576950,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/07/2006,3,,3,,86,,4,,83,,2,,79,,3,,85,,81,,288,,27,
OH,368148,"HOLISTIC HOME HEALTH, CORP","24600 CENTER RIDGE ROAD, SUITE 470",WESTLAKE,44145,4402508760,Local,Yes,No,No,No,No,Yes,09/08/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368150,PROTEM HOMECARE,3535 LEE ROAD,SHAKER HEIGHTS,44120,2166638188,Local,Yes,Yes,Yes,Yes,Yes,Yes,09/22/2006,3,11,3,11,87,11,3,11,84,11,2,11,72,11,2,11,78,11,61,11,54,,29,
OH,368151,HERITAGE HEALTH CARE,209 HARDING WAY WEST,GALION,44833,4197479199,Local,Yes,Yes,Yes,Yes,No,Yes,09/14/2006,3,11,3,11,86,11,3,11,78,11,3,11,80,11,3,11,78,11,76,11,66,,24,
OH,368152,"CENTRAL OHIO ELDERLY CARE, LLC",2615 DUBLIN GRANVILLE ROAD,COLUMBUS,43231,6145233261,Local,Yes,Yes,Yes,Yes,No,Yes,09/21/2006,Not Available,11,Not Available,11,86,11,Not Available,11,85,11,Not Available,11,84,11,Not Available,11,83,11,66,11,28,,25,
OH,368153,"CAPITAL HOME HEALTH, INC",5898 CLEVELAND AVENUE SUITE 204,COLUMBUS,43231,6148182708,Local,Yes,Yes,Yes,No,No,Yes,09/29/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368154,SUMMIT ORTHOPAEDIC HOME CARE,"170 TAYLOR STATION ROAD, SUITE 220",COLUMBUS,43213,6148668158,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/10/2006,4,,4,,92,,4,,88,,2,,75,,4,,90,,85,,459,,31,
OH,368155,"CAMBRIDGE HOME HEALTH CARE, INC",2291 WEST 4TH STREET,ONTARIO,44906,5672410464,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/13/2006,3,,3,,87,,3,,82,,2,,78,,2,,78,,70,,139,,27,
OH,368156,"DIVINE HOME CARE OF OHIO, LLC",904 NORTH CABLE ROAD,LIMA,45805,4192229410,Official Health Agency,Yes,Yes,Yes,Yes,No,Yes,09/28/2006,1,11,1,11,69,11,1,11,72,11,1,11,62,11,1,11,58,11,36,11,44,,54,
OH,368157,"ASSURITY HOME HEALTH CARE, INC","731 EAST MAIN STREET, SUITE 17A",JACKSON,45640,7403849616,Local,Yes,Yes,No,No,No,Yes,11/30/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368158,HEALTH RESOURCE SOLUTIONS OHIO,"6438 WILMINGTON PIKE, SUITE 215",DAYTON,45459,8665916664,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/18/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
OH,368159,AMERICARE HOME HEALTH OF GREATER COLUMBUS,1001 SCHROCK ROAD,COLUMBUS,43229,6147592273,Local,Yes,Yes,Yes,Yes,Yes,Yes,10/12/2006,Not Available,9,Not Available,9,2,9,Not Available,9,37,9,Not Available,9,100,9,Not Available,9,7,9,6,9,1,,2,
OH,368161,HOME HEALTH SYSTEMS OF LIMA-ALLEN COUNTY,3737 SHAWNEE ROAD,LIMA,45806,4192047730,Local,Yes,Yes,Yes,Yes,No,Yes,11/03/2006,Not Available,9,Not Available,9,90,9,Not Available,9,73,9,Not Available,9,100,9,Not Available,9,100,9,4,9,2,,40,
OH,368162,AMERICARE HOME HEALTH AGENCY,"2575 BELVO ROAD, SUITE A",MIAMISBURG,45342,9373538575,Local,Yes,Yes,Yes,Yes,No,Yes,10/06/2006,3,11,2,11,84,11,3,11,78,11,3,11,82,11,2,11,76,11,78,11,43,,31,
OH,368164,"CENTRAL OHIO HEALTH CARE SYSTEMS, LLC","33 SOUTH JAMES ROAD, SUITE 205",COLUMBUS,43213,6142358096,Local,Yes,Yes,No,No,No,Yes,12/06/2006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,,Not Available,
