subject,modeldate,party,very_estimate,somewhat_estimate,not_very_estimate,not_at_all_estimate,timestamp
concern-economy,2021-14-03,all,51.769671,33.272221,9.996216,3.5326549,2021-14-03 03:55
concern-infected,2021-14-03,all,30.075821,33.849941,20.390242,13.377933,2021-14-03 03:55
concern-economy,2021-13-03,all,51.769671,33.272221,9.996216,3.5326549,2021-14-03 03:55
concern-infected,2021-13-03,all,30.075821,33.849941,20.390242,13.377933,2021-14-03 03:56
concern-economy,2021-12-03,all,51.769671,33.272221,9.996216,3.5326549,2021-12-03 22:55
concern-infected,2021-12-03,all,30.075821,33.849941,20.390242,13.377933,2021-12-03 22:55
concern-economy,2021-11-03,all,51.769671,33.272221,9.996216,3.5326549,2021-11-03 13:00
concern-infected,2021-11-03,all,30.075821,33.849941,20.390242,13.377933,2021-11-03 13:00
concern-economy,2021-10-03,all,51.769671,33.272221,9.996216,3.5326549,2021-10-03 11:30
concern-infected,2021-10-03,all,30.902468,33.06652,19.440202,14.058939,2021-10-03 11:30
concern-economy,2021-09-03,all,51.769671,33.272221,9.996216,3.5326549,2021-09-03 21:50
concern-infected,2021-09-03,all,31.509357,33.032576,19.105806,13.663153,2021-09-03 21:50
concern-economy,2021-08-03,all,52.523173,32.709072,10.052056,3.4671053,2021-08-03 12:40
concern-infected,2021-08-03,all,31.509357,33.032576,19.105806,13.663153,2021-08-03 12:40
concern-infected,2021-07-03,all,31.455429,33.286046,19.675433,12.936112,2021-08-03 09:36
concern-economy,2021-07-03,all,52.523173,32.709072,10.052056,3.4671053,2021-08-03 09:36
concern-economy,2021-06-03,all,52.523173,32.709072,10.052056,3.4671053,2021-08-03 09:36
concern-infected,2021-06-03,all,31.455429,33.286046,19.675433,12.936112,2021-08-03 09:36
concern-economy,2021-05-03,all,52.523173,32.709072,10.052056,3.4671053,2021-05-03 19:55
concern-infected,2021-05-03,all,32.541985,31.945808,19.320705,13.239396,2021-05-03 19:55
concern-economy,2021-04-03,all,52.523173,32.709072,10.052056,3.4671053,2021-04-03 09:00
concern-infected,2021-04-03,all,33.342586,31.720654,18.854171,13.061595,2021-04-03 09:00
concern-economy,2021-03-03,all,52.523173,32.709072,10.052056,3.4671053,2021-03-03 10:50
concern-infected,2021-03-03,all,33.342586,31.720654,18.854171,13.061595,2021-03-03 10:50
concern-economy,2021-02-03,all,52.523173,32.709072,10.052056,3.4671053,2021-02-03 20:15
concern-infected,2021-02-03,all,34.181216,31.596074,18.306095,12.667115,2021-02-03 20:15
concern-infected,2021-01-03,all,34.633878,31.29518,18.093992,12.120721,2021-02-03 09:51
concern-economy,2021-01-03,all,53.713719,31.99723,9.8763236,3.1481628,2021-02-03 09:51
concern-infected,2021-28-02,all,34.633878,31.29518,18.093992,12.120721,2021-02-03 09:51
concern-economy,2021-28-02,all,53.713719,31.99723,9.8763236,3.1481628,2021-02-03 09:51
concern-economy,2021-27-02,all,53.713719,31.99723,9.8763236,3.1481628,2021-02-03 09:51
concern-infected,2021-27-02,all,34.633878,31.29518,18.093992,12.120721,2021-02-03 09:51
concern-infected,2021-26-02,all,34.633878,31.29518,18.093992,12.120721,2021-26-02 15:10
concern-economy,2021-26-02,all,53.713719,31.99723,9.8763236,3.1481628,2021-26-02 15:10
concern-economy,2021-25-02,all,53.713719,31.99723,9.8763236,3.1481628,2021-26-02 15:10
concern-infected,2021-25-02,all,34.633878,31.29518,18.093992,12.120721,2021-26-02 15:10
concern-economy,2021-24-02,all,53.713719,31.99723,9.8763236,3.1481628,2021-24-02 09:20
concern-infected,2021-24-02,all,34.633878,31.29518,18.093992,12.120721,2021-24-02 09:20
concern-economy,2021-23-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-23-02 10:05
concern-infected,2021-23-02,all,34.633878,31.29518,18.093992,12.120721,2021-23-02 10:05
concern-economy,2021-22-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-22-02 19:55
concern-infected,2021-22-02,all,35.393714,31.199256,17.643781,11.684225,2021-22-02 19:55
concern-infected,2021-21-02,all,35.393714,31.199256,17.643781,11.684225,2021-22-02 09:36
concern-economy,2021-21-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-22-02 09:36
concern-economy,2021-20-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-22-02 09:36
concern-infected,2021-20-02,all,35.393714,31.199256,17.643781,11.684225,2021-22-02 09:36
concern-economy,2021-19-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-19-02 13:50
concern-infected,2021-19-02,all,35.026412,31.240102,18.12071,11.838155,2021-19-02 13:50
concern-economy,2021-18-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-19-02 05:55
concern-infected,2021-18-02,all,35.026412,31.240102,18.12071,11.838155,2021-19-02 05:55
concern-economy,2021-17-02,all,54.630057,31.177142,9.6663572,3.2393815,2021-17-02 12:25
concern-infected,2021-17-02,all,35.026412,31.240102,18.12071,11.838155,2021-17-02 12:25
concern-economy,2021-16-02,all,55.871775,30.043259,9.4221348,3.3689289,2021-16-02 09:45
concern-infected,2021-16-02,all,35.777534,30.880042,17.771817,11.440077,2021-16-02 09:45
concern-infected,2021-15-02,all,36.24143,30.75494,17.88863,11.3723,2021-15-02 17:32
concern-economy,2021-15-02,all,55.87178,30.04326,9.422134,3.368929,2021-15-02 17:32
concern-economy,2021-14-02,all,55.87178,30.04326,9.422134,3.368929,2021-15-02 17:32
concern-infected,2021-14-02,all,36.24143,30.75494,17.88863,11.3723,2021-15-02 17:32
concern-economy,2021-13-02,all,55.87178,30.04326,9.422134,3.368929,2021-15-02 17:32
concern-infected,2021-13-02,all,36.24143,30.75494,17.88863,11.3723,2021-15-02 17:32
concern-economy,2021-12-02,all,55.87178,30.04326,9.422134,3.368929,2021-12-02 10:56
concern-infected,2021-12-02,all,36.24143,30.75494,17.88863,11.3723,2021-12-02 10:56
concern-economy,2021-11-02,all,55.87178,30.04326,9.422134,3.368929,2021-12-02 10:56
concern-infected,2021-11-02,all,36.24143,30.75494,17.88863,11.3723,2021-12-02 10:56
concern-economy,2021-10-02,all,55.87178,30.04326,9.422134,3.368929,2021-10-02 14:13
concern-infected,2021-10-02,all,37.1356,30.24148,17.65797,11.71829,2021-10-02 14:13
concern-economy,2021-09-02,all,55.87178,30.04326,9.422134,3.368929,2021-10-02 13:59
concern-infected,2021-09-02,all,37.1356,30.24148,17.65797,11.71829,2021-10-02 13:59
concern-infected,2021-08-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-economy,2021-08-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-economy,2021-07-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-infected,2021-07-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-infected,2021-06-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-economy,2021-06-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-economy,2021-05-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-infected,2021-05-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-infected,2021-04-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-economy,2021-04-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-infected,2021-03-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-economy,2021-03-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-infected,2021-02-02,all,37.6329,30.20602,17.23918,11.35863,2021-08-02 11:13
concern-economy,2021-02-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:12
concern-economy,2021-01-02,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:13
concern-infected,2021-01-02,all,38.90158,30.00416,15.97313,11.33436,2021-08-02 11:13
concern-economy,2021-31-01,all,56.50285,29.56605,9.333455,3.282093,2021-08-02 11:13
concern-infected,2021-31-01,all,38.90158,30.00416,15.97313,11.33436,2021-08-02 11:13
concern-infected,2021-30-01,all,39.2913,30.07139,15.79927,11.32896,2021-08-02 11:13
concern-economy,2021-30-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-infected,2021-29-01,all,39.2913,30.07139,15.79927,11.32896,2021-08-02 11:14
concern-economy,2021-29-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-infected,2021-28-01,all,39.2913,30.07139,15.79927,11.32896,2021-08-02 11:14
concern-economy,2021-28-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-economy,2021-27-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-infected,2021-27-01,all,39.2913,30.07139,15.79927,11.32896,2021-08-02 11:14
concern-infected,2021-26-01,all,39.2913,30.07139,15.79927,11.32896,2021-08-02 11:14
concern-economy,2021-26-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-infected,2021-25-01,all,38.38408,30.50453,15.50587,11.486,2021-08-02 11:14
concern-economy,2021-25-01,all,56.50718,29.50265,9.483481,3.170912,2021-08-02 11:13
concern-infected,2021-24-01,all,38.38408,30.50453,15.50587,11.486,2021-08-02 11:14
concern-economy,2021-24-01,all,56.28639,29.60545,9.402666,3.313658,2021-08-02 11:13
concern-economy,2021-23-01,all,56.28639,29.60545,9.402666,3.313658,2021-08-02 11:13
concern-infected,2021-23-01,all,32.95466,33.35088,16.03193,13.21758,2021-08-02 11:14
concern-infected,2021-22-01,all,32.95466,33.35088,16.03193,13.21758,2021-08-02 11:14
concern-economy,2021-22-01,all,56.28639,29.60545,9.402666,3.313658,2021-08-02 11:13
concern-economy,2021-21-01,all,56.28639,29.60545,9.402666,3.313658,2021-08-02 11:13
concern-infected,2021-21-01,all,32.95466,33.35088,16.03193,13.21758,2021-08-02 11:14
concern-economy,2021-20-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-20-01 10:30
concern-infected,2021-20-01,all,32.988246,33.328406,16.013381,13.200461,2021-20-01 10:30
concern-economy,2021-19-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-19-01 09:50
concern-infected,2021-19-01,all,33.719952,32.983234,15.96778,12.901718,2021-19-01 09:50
concern-economy,2021-18-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-19-01 08:35
concern-infected,2021-18-01,all,34.294461,34.292022,17.683514,11.871566,2021-19-01 08:35
concern-economy,2021-17-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-17-01 13:10
concern-infected,2021-17-01,all,34.294461,34.292022,17.683514,11.871566,2021-17-01 13:10
concern-economy,2021-16-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-17-01 08:55
concern-infected,2021-16-01,all,33.038838,34.780757,18.154705,12.125407,2021-17-01 08:55
concern-economy,2021-15-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-15-01 09:30
concern-infected,2021-15-01,all,33.038838,34.780757,18.154705,12.125407,2021-15-01 09:30
concern-economy,2021-14-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-15-01 09:25
concern-infected,2021-14-01,all,33.382584,34.547535,18.625911,11.817156,2021-15-01 09:25
concern-economy,2021-13-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-13-01 14:05
concern-infected,2021-13-01,all,33.382584,34.547535,18.625911,11.817156,2021-13-01 14:05
concern-economy,2021-12-01,all,54.053241,31.523525,9.4046212,3.4017311,2021-13-01 08:55
concern-infected,2021-12-01,all,34.675588,34.025016,18.50776,11.082598,2021-13-01 08:55
concern-economy,2021-11-01,all,54.378716,31.587475,9.0923259,3.2171018,2021-11-01 19:50
concern-infected,2021-11-01,all,34.675588,34.025016,18.50776,11.082598,2021-11-01 19:50
concern-economy,2021-10-01,all,54.258325,31.878204,9.2271783,3.0857567,2021-11-01 12:26
concern-infected,2021-10-01,all,34.675588,34.025016,18.50776,11.082598,2021-11-01 12:26
concern-infected,2021-09-01,all,34.675588,34.025016,18.50776,11.082598,2021-11-01 12:26
concern-economy,2021-09-01,all,54.258325,31.878204,9.2271783,3.0857567,2021-11-01 12:26
concern-economy,2021-08-01,all,54.258325,31.878204,9.2271783,3.0857567,2021-11-01 12:26
concern-infected,2021-08-01,all,34.675588,34.025016,18.50776,11.082598,2021-11-01 12:26
concern-economy,2021-07-01,all,54.258325,31.878204,9.2271783,3.0857567,2021-07-01 13:15
concern-infected,2021-07-01,all,34.675588,34.025016,18.50776,11.082598,2021-07-01 13:15
concern-economy,2021-06-01,all,54.258325,31.878204,9.2271783,3.0857567,2021-06-01 14:45
concern-infected,2021-06-01,all,34.675588,34.025016,18.50776,11.082598,2021-06-01 14:45
concern-economy,2021-05-01,all,53.545842,32.313869,9.2258183,3.224282,2021-05-01 08:55
concern-infected,2021-05-01,all,34.675588,34.025016,18.50776,11.082598,2021-05-01 08:55
concern-infected,2021-04-01,all,34.675588,34.025016,18.50776,11.082598,2021-05-01 08:37
concern-economy,2021-04-01,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-economy,2021-03-01,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-infected,2021-03-01,all,34.675588,34.025016,18.50776,11.082598,2021-05-01 08:38
concern-infected,2021-02-01,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-economy,2021-02-01,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-infected,2021-01-01,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-economy,2021-01-01,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-economy,2020-31-12,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-infected,2020-31-12,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-economy,2020-30-12,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-infected,2020-30-12,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-infected,2020-29-12,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-economy,2020-29-12,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-economy,2020-28-12,all,52.192281,33.017159,9.4948054,3.4895989,2021-05-01 08:37
concern-infected,2020-28-12,all,35.107953,34.245284,18.525487,11.015734,2021-05-01 08:38
concern-economy,2020-27-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-27-12 02:30
concern-infected,2020-27-12,all,35.107953,34.245284,18.525487,11.015734,2020-27-12 02:31
concern-infected,2020-26-12,all,35.107953,34.245284,18.525487,11.015734,2020-27-12 02:31
concern-economy,2020-26-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-27-12 02:30
concern-economy,2020-25-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-27-12 02:30
concern-infected,2020-25-12,all,35.107953,34.245284,18.525487,11.015734,2020-27-12 02:31
concern-economy,2020-24-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-24-12 08:55
concern-infected,2020-24-12,all,35.107953,34.245284,18.525487,11.015734,2020-24-12 08:55
concern-economy,2020-23-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-23-12 10:15
concern-infected,2020-23-12,all,33.899311,34.503677,18.943086,11.671272,2020-23-12 10:15
concern-economy,2020-22-12,all,52.192281,33.017159,9.4948054,3.4895989,2020-22-12 18:15
concern-infected,2020-22-12,all,35.373617,34.765625,17.476986,11.098858,2020-22-12 18:15
concern-economy,2020-21-12,all,52.872744,32.908011,9.2031667,3.2991032,2020-21-12 19:30
concern-infected,2020-21-12,all,35.379223,35.081296,16.677236,11.064945,2020-21-12 19:30
concern-economy,2020-20-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-21-12 10:15
concern-infected,2020-20-12,all,35.379223,35.081296,16.677236,11.064945,2020-21-12 10:16
concern-economy,2020-19-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-21-12 10:15
concern-infected,2020-19-12,all,35.379223,35.081296,16.677236,11.064945,2020-21-12 10:16
concern-economy,2020-18-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-18-12 22:00
concern-infected,2020-18-12,all,35.379223,35.081296,16.677236,11.064945,2020-18-12 22:00
concern-economy,2020-17-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-17-12 02:20
concern-infected,2020-17-12,all,35.496227,35.325258,16.359651,11.102041,2020-17-12 02:20
concern-economy,2020-16-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-16-12 16:55
concern-infected,2020-16-12,all,35.496227,35.325258,16.359651,11.102041,2020-16-12 16:55
concern-economy,2020-15-12,all,53.100009,32.604039,9.3207657,3.1990448,2020-15-12 12:50
concern-infected,2020-15-12,all,35.496227,35.325258,16.359651,11.102041,2020-15-12 12:50
concern-economy,2020-14-12,all,54.479581,31.666658,9.1771404,3.3418198,2020-14-12 21:15
concern-infected,2020-14-12,all,37.51255,33.215846,17.063962,10.883475,2020-14-12 21:15
concern-infected,2020-13-12,all,37.51255,33.215846,17.063962,10.883475,2020-13-12 21:25
concern-economy,2020-13-12,all,54.479581,31.666658,9.1771404,3.3418198,2020-13-12 21:25
concern-economy,2020-12-12,all,54.479581,31.666658,9.1771404,3.3418198,2020-13-12 21:25
concern-infected,2020-12-12,all,37.51255,33.215846,17.063962,10.883475,2020-13-12 21:25
concern-economy,2020-11-12,all,54.479581,31.666658,9.1771404,3.3418198,2020-11-12 22:20
concern-infected,2020-11-12,all,37.51255,33.215846,17.063962,10.883475,2020-11-12 22:20
concern-economy,2020-10-12,all,55.553779,30.371663,8.7287744,3.7861466,2020-10-12 17:15
concern-infected,2020-10-12,all,37.51255,33.215846,17.063962,10.883475,2020-10-12 17:15
concern-economy,2020-09-12,all,55.553779,30.371663,8.7287744,3.7861466,2020-09-12 14:10
concern-infected,2020-09-12,all,37.51255,33.215846,17.063962,10.883475,2020-09-12 14:10
concern-economy,2020-08-12,all,55.553779,30.371663,8.7287744,3.7861466,2020-08-12 21:45
concern-infected,2020-08-12,all,34.106753,33.67834,18.334785,12.077454,2020-08-12 21:45
concern-economy,2020-07-12,all,55.586462,30.343389,8.6083178,3.6098579,2020-07-12 18:15
concern-infected,2020-07-12,all,34.106753,33.67834,18.334785,12.077454,2020-07-12 18:15
concern-infected,2020-06-12,all,34.106753,33.67834,18.334785,12.077454,2020-07-12 18:11
concern-economy,2020-06-12,all,55.586462,30.343389,8.6083178,3.6098579,2020-07-12 18:10
concern-economy,2020-05-12,all,54.59463,30.685457,8.8827472,3.7493754,2020-07-12 18:10
concern-infected,2020-05-12,all,34.106753,33.67834,18.334785,12.077454,2020-07-12 18:11
concern-infected,2020-04-12,all,34.106753,33.67834,18.334785,12.077454,2020-04-12 09:05
concern-economy,2020-04-12,all,54.59463,30.685457,8.8827472,3.7493754,2020-04-12 09:05
concern-economy,2020-03-12,all,54.59463,30.685457,8.8827472,3.7493754,2020-04-12 09:05
concern-infected,2020-03-12,all,34.106753,33.67834,18.334785,12.077454,2020-04-12 09:05
concern-economy,2020-02-12,all,54.877854,30.390189,9.0930937,3.4572935,2020-02-12 20:40
concern-infected,2020-02-12,all,34.106753,33.67834,18.334785,12.077454,2020-02-12 20:40
concern-economy,2020-01-12,all,54.877854,30.390189,9.0930937,3.4572935,2020-01-12 21:30
concern-infected,2020-01-12,all,34.106753,33.67834,18.334785,12.077454,2020-01-12 21:30
concern-economy,2020-30-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-01-12 09:10
concern-infected,2020-30-11,all,34.106753,33.67834,18.334785,12.077454,2020-01-12 09:11
concern-economy,2020-29-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-01-12 09:10
concern-infected,2020-29-11,all,34.106753,33.67834,18.334785,12.077454,2020-01-12 09:11
concern-economy,2020-28-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-28-11 20:50
concern-infected,2020-28-11,all,34.186833,34.032817,18.338019,11.871891,2020-28-11 20:50
concern-infected,2020-27-11,all,34.186833,34.032817,18.338019,11.871891,2020-28-11 20:46
concern-economy,2020-27-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-28-11 20:45
concern-economy,2020-26-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-28-11 20:45
concern-infected,2020-26-11,all,34.186833,34.032817,18.338019,11.871891,2020-28-11 20:46
concern-economy,2020-25-11,all,54.118905,31.451029,9.1048739,3.6478115,2020-25-11 14:35
concern-infected,2020-25-11,all,33.510595,34.46786,17.862733,11.967271,2020-25-11 14:35
concern-economy,2020-24-11,all,53.920295,31.829659,8.5650206,3.6633951,2020-24-11 21:30
concern-infected,2020-24-11,all,32.902599,34.05716,18.143545,12.470753,2020-24-11 21:30
concern-economy,2020-23-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-24-11 08:30
concern-infected,2020-23-11,all,32.902599,34.05716,18.143545,12.470753,2020-24-11 08:31
concern-economy,2020-22-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-24-11 08:30
concern-infected,2020-22-11,all,32.902599,34.05716,18.143545,12.470753,2020-24-11 08:31
concern-economy,2020-21-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-21-11 10:40
concern-infected,2020-21-11,all,32.902599,34.05716,18.143545,12.470753,2020-21-11 10:40
concern-economy,2020-20-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-20-11 09:10
concern-infected,2020-20-11,all,32.902599,34.05716,18.143545,12.470753,2020-20-11 09:10
concern-economy,2020-19-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-19-11 20:20
concern-infected,2020-19-11,all,32.902599,34.05716,18.143545,12.470753,2020-19-11 20:20
concern-economy,2020-18-11,all,53.209872,32.151293,8.7854508,3.9227974,2020-18-11 18:50
concern-infected,2020-18-11,all,31.897507,34.673641,18.507781,12.553443,2020-18-11 18:50
concern-economy,2020-17-11,all,52.880356,32.400939,8.7589931,4.2194322,2020-17-11 20:15
concern-infected,2020-17-11,all,31.897507,34.673641,18.507781,12.553443,2020-17-11 20:15
concern-economy,2020-16-11,all,52.880356,32.400939,8.7589931,4.2194322,2020-16-11 21:25
concern-infected,2020-16-11,all,32.019344,34.780978,18.625536,12.478495,2020-16-11 21:25
concern-economy,2020-15-11,all,52.554546,32.525598,8.9737844,4.2831953,2020-16-11 03:36
concern-infected,2020-15-11,all,32.019344,34.780978,18.625536,12.478495,2020-16-11 03:36
concern-infected,2020-14-11,all,32.019344,34.780978,18.625536,12.478495,2020-16-11 03:36
concern-economy,2020-14-11,all,52.554546,32.525598,8.9737844,4.2831953,2020-16-11 03:36
concern-economy,2020-13-11,all,52.554546,32.525598,8.9737844,4.2831953,2020-16-11 03:36
concern-infected,2020-13-11,all,32.019344,34.780978,18.625536,12.478495,2020-16-11 03:36
concern-economy,2020-12-11,all,52.554546,32.525598,8.9737844,4.2831953,2020-12-11 19:05
concern-infected,2020-12-11,all,32.019344,34.780978,18.625536,12.478495,2020-12-11 19:05
concern-economy,2020-11-11,all,52.306035,32.684912,9.3296639,4.4530464,2020-11-11 10:35
concern-infected,2020-11-11,all,32.019344,34.780978,18.625536,12.478495,2020-11-11 10:35
concern-infected,2020-10-11,all,32.019344,34.780978,18.625536,12.478495,2020-10-11 08:41
concern-economy,2020-10-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-10-11 08:41
concern-infected,2020-09-11,all,32.019344,34.780978,18.625536,12.478495,2020-10-11 08:41
concern-economy,2020-09-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-10-11 08:41
concern-economy,2020-08-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-10-11 08:41
concern-infected,2020-08-11,all,32.019344,34.780978,18.625536,12.478495,2020-10-11 08:41
concern-economy,2020-07-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-10-11 08:41
concern-infected,2020-07-11,all,32.187364,34.847609,18.705963,12.268706,2020-10-11 08:41
concern-economy,2020-06-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-10-11 08:41
concern-infected,2020-06-11,all,32.187364,34.847609,18.705963,12.268706,2020-10-11 08:41
concern-economy,2020-05-11,all,53.443951,32.226535,9.0485393,4.0743483,2020-05-11 20:45
concern-infected,2020-05-11,all,32.187364,34.847609,18.705963,12.268706,2020-05-11 20:45
concern-economy,2020-04-11,all,52.922807,32.819774,8.709563,4.100238,2020-04-11 10:35
concern-infected,2020-04-11,all,32.187364,34.847609,18.705963,12.268706,2020-04-11 10:35
concern-economy,2020-03-11,all,52.801673,32.922008,8.7587655,4.1083353,2020-04-11 10:00
concern-infected,2020-03-11,all,32.187364,34.847609,18.705963,12.268706,2020-04-11 10:00
concern-economy,2020-02-11,all,52.801673,32.922008,8.7587655,4.1083353,2020-02-11 18:50
concern-infected,2020-02-11,all,32.187364,34.847609,18.705963,12.268706,2020-02-11 18:50
concern-economy,2020-01-11,all,52.801673,32.922008,8.7587655,4.1083353,2020-01-11 09:45
concern-infected,2020-01-11,all,32.15756,34.981598,18.664619,12.041805,2020-01-11 09:45
concern-economy,2020-31-10,all,52.801673,32.922008,8.7587655,4.1083353,2020-01-11 09:45
concern-infected,2020-31-10,all,32.15756,34.981598,18.664619,12.041805,2020-01-11 09:45
concern-economy,2020-30-10,all,52.801673,32.922008,8.7587655,4.1083353,2020-01-11 09:45
concern-infected,2020-30-10,all,32.15756,34.981598,18.664619,12.041805,2020-01-11 09:46
concern-economy,2020-29-10,all,52.801673,32.922008,8.7587655,4.1083353,2020-29-10 13:10
concern-infected,2020-29-10,all,32.15756,34.981598,18.664619,12.041805,2020-29-10 13:10
concern-economy,2020-28-10,all,52.801673,32.922008,8.7587655,4.1083353,2020-28-10 19:40
concern-infected,2020-28-10,all,32.15756,34.981598,18.664619,12.041805,2020-28-10 19:40
concern-economy,2020-27-10,all,53.447917,32.662583,8.6464786,3.8160206,2020-27-10 13:20
concern-infected,2020-27-10,all,30.835193,35.802465,18.264438,12.054129,2020-27-10 13:20
concern-economy,2020-26-10,all,53.226747,32.746408,8.7127221,3.7966948,2020-26-10 20:20
concern-infected,2020-26-10,all,30.734834,35.832577,18.330991,12.09948,2020-26-10 20:20
concern-economy,2020-25-10,all,53.027302,33.025562,9.2116139,3.486196,2020-25-10 07:40
concern-infected,2020-25-10,all,30.734834,35.832577,18.330991,12.09948,2020-25-10 07:40
concern-economy,2020-24-10,all,53.027302,33.025562,9.2116139,3.486196,2020-25-10 07:40
concern-infected,2020-24-10,all,30.734834,35.832577,18.330991,12.09948,2020-25-10 07:40
concern-economy,2020-23-10,all,53.027302,33.025562,9.2116139,3.486196,2020-23-10 18:30
concern-infected,2020-23-10,all,30.391838,35.538228,18.660406,12.327572,2020-23-10 18:30
concern-economy,2020-22-10,all,53.027302,33.025562,9.2116139,3.486196,2020-22-10 14:10
concern-infected,2020-22-10,all,30.391838,35.538228,18.660406,12.327572,2020-22-10 14:10
concern-economy,2020-21-10,all,53.027302,33.025562,9.2116139,3.486196,2020-21-10 18:55
concern-infected,2020-21-10,all,30.391838,35.538228,18.660406,12.327572,2020-21-10 18:55
concern-economy,2020-20-10,all,53.027302,33.025562,9.2116139,3.486196,2020-20-10 21:15
concern-infected,2020-20-10,all,30.504082,35.534965,18.740631,12.066414,2020-20-10 21:15
concern-economy,2020-19-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-19-10 18:55
concern-infected,2020-19-10,all,31.131314,35.209926,18.859822,11.816402,2020-19-10 18:55
concern-economy,2020-18-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-19-10 07:20
concern-infected,2020-18-10,all,31.131314,35.209926,18.859822,11.816402,2020-19-10 07:20
concern-economy,2020-17-10,all,54.19666,31.978075,8.7738475,3.4055255,2020-17-10 08:35
concern-infected,2020-17-10,all,31.131314,35.209926,18.859822,11.816402,2020-17-10 08:35
