subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,very,somewhat,not_very,not_at_all,very_adjusted,somewhat_adjusted,not_very_adjusted,not_at_all_adjusted,timestamp,url
concern-economy,2022-05-01,all,2020-19-11,2020-23-11,Morning Consult,B,2200,a,0.62710585,0,,,60,27,4,2,56.675954,30.575784,7.5951792,2.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2020/11/24152942/201193_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
concern-economy,2022-05-01,all,2020-26-11,2020-29-11,Morning Consult,B,2200,a,0.65346367,0,,,61,23,5,2,57.675954,26.575784,8.5951792,2.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2020/11/30105909/2011106_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
concern-economy,2022-05-01,all,2020-30-11,2020-02-12,Harris Insights & Analytics,B+,1980,a,0.77161041,0,,,50,35,9,6,52.747119,32.435575,8.769418,4.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/12/Wave-40-Data-Tabs.pdf
concern-economy,2022-05-01,all,2020-04-12,2020-06-12,Morning Consult,B,2200,a,0.68645558,0,,,63,25,4,2,59.675954,28.575784,7.5951792,2.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2020/12/07133951/201213_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
concern-economy,2022-05-01,all,2020-04-12,2020-06-12,Harris Insights & Analytics,B+,1994,a,0.7668397,0,,,51,34,10,6,53.747119,31.435575,9.769418,4.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/12/Wave-41-Data-Tabs.pdf
concern-economy,2022-05-01,all,2020-04-12,2020-07-12,Ipsos,B-,1101,a,0.9716298,0,,,52,34,10,3,52.722716,33.541178,9.9946578,2.608299,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-12/topline-axios-wave-32.pdf
concern-economy,2022-05-01,all,2020-11-12,2020-13-12,Harris Insights & Analytics,B+,2002,a,0.79086196,0,,,48,36,10,6,50.747119,33.435575,9.769418,4.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/12/Wave-42-Data-Tabs.pdf
concern-economy,2022-05-01,all,2020-11-12,2020-14-12,Ipsos,B-,1009,a,0.89718548,0,,,48,36,10,3,48.722716,35.541178,9.9946578,2.608299,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-12/topline-axios-wave-33.pdf
concern-economy,2022-05-01,all,2020-17-12,2020-19-12,Morning Consult,B,2201,a,0.68337405,0,,,57,29,5,3,53.675954,32.575784,8.5951792,3.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
concern-economy,2022-05-01,all,2020-18-12,2020-20-12,Harris Insights & Analytics,B+,2028,a,0.82764292,0,,,49,34,11,5,51.747119,31.435575,10.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/12/Wave-43-Data-Tabs.pdf
concern-economy,2022-05-01,all,2020-24-12,2020-26-12,Morning Consult,B,2201,a,0.69079479,0,,,61,26,5,2,57.675954,29.575784,8.5951792,2.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
concern-economy,2022-05-01,all,2020-28-12,2020-30-12,Harris Insights & Analytics,B+,1967,a,0.82291234,0,,,53,33,10,4,55.747119,30.435575,9.769418,2.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/01/Wave-44-Data-Tabs.pdf
concern-economy,2022-05-01,all,2020-31-12,2021-02-01,Morning Consult,B,2200,a,0.74786659,0,,,59,28,5,2,55.675954,31.575784,8.5951792,2.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/01/04133440/2012121_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
concern-economy,2022-05-01,all,2021-08-01,2021-10-01,Harris Insights & Analytics,B+,1951,a,0.74267158,0.01160424,,,50,34,11,5,52.747119,31.435575,10.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/01/Wave-46-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-08-01,2021-10-01,Morning Consult,B,2200,a,0.93009477,0.01453273,,,58,27,5,3,54.675954,30.575784,8.5951792,3.6301942,2022-05-01 09:17,https://assets.morningconsult.com/wp-uploads/2021/01/11130718/210120_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
concern-economy,2022-05-01,all,2021-15-01,2021-17-01,Harris Insights & Analytics,B+,1960,a,0.64316856,0.08039607,,,52,34,9,5,54.747119,31.435575,8.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/01/Wave-47-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-19-01,2021-20-01,Rasmussen Reports/Pulse Opinion Research,B,1000,a,1.3914067,0.26088875,,,60,26,10,3,58.635135,27.320094,9.8773478,3.0611801,2022-05-01 09:17,https://www.rasmussenreports.com/platinum/econ_crosstabs/january_2021/crosstabs_covid_unemployment_january_19_20_2021
concern-economy,2022-05-01,all,2021-22-01,2021-25-01,Harris Insights & Analytics,B+,1956,a,0.57987472,0.14496868,,,53,33,10,4,55.747119,30.435575,9.769418,2.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/01/Wave-48-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-29-01,2021-31-01,Harris Insights & Analytics,B+,2025,a,0.57721585,0.19841795,,,53,33,9,5,55.747119,30.435575,8.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-49-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-05-02,2021-07-02,Harris Insights & Analytics,B+,2043,a,0.58126158,0.26338416,,,50,35,10,5,52.747119,32.435575,9.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-50-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-12-02,2021-14-02,Harris Insights & Analytics,B+,1984,a,0.58164841,0.32717723,,,46,39,11,4,48.747119,36.435575,10.769418,2.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-51-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-19-02,2021-21-02,Harris Insights & Analytics,B+,1961,a,0.60887756,0.40908961,,,47,38,11,4,49.747119,35.435575,10.769418,2.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-52-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-26-02,2021-28-02,Harris Insights & Analytics,B+,2000,a,0.6808784,0.53193625,,,45,38,11,6,47.747119,35.435575,10.769418,4.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-53-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-05-03,2021-07-03,Harris Insights & Analytics,B+,1963,a,0.75470557,0.67215965,,,46,38,10,5,48.747119,35.435575,9.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-54-Data-Tabs.pdf
concern-economy,2022-05-01,all,2021-12-03,2021-14-03,Harris Insights & Analytics,B+,1977,a,0.89223789,0.89223789,,,43,41,11,5,45.747119,38.435575,10.769418,3.8370374,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-55-Data-Tabs.pdf
concern-infected,2022-05-01,all,2020-02-02,2020-04-02,YouGov,B+,1500,a,1.0011308,0,,,13,26,43,18,17.714611,24.107493,41.155126,17.367354,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf
concern-infected,2022-05-01,all,2020-07-02,2020-09-02,YouGov,B+,1000,a,0.5891037,0,,,11,24,33,20,15.714611,22.107493,31.155126,19.367354,2022-05-01 09:17,https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_1.pdf
concern-infected,2022-05-01,all,2020-09-02,2020-11-02,YouGov,B+,1500,a,0.84234109,0,,,11,28,39,22,15.714611,26.107493,37.155126,21.367354,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf
concern-infected,2022-05-01,all,2020-13-02,2020-16-02,AP-NORC,,1074,a,1.3742159,0,,,22,23,37,19,17.9995,24.126351,37.576269,21.142945,2022-05-01 09:17,http://www.apnorc.org/PDFs/Omnibus%202020/February/topline_omni_feb_full_v3.pdf
concern-infected,2022-05-01,all,2020-13-02,2020-18-02,Kaiser Family Foundation,,1207,a,1.7641014,0,,,22,21,33,23,22.612557,22.687522,34.257375,20.567643,2022-05-01 09:17,http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-February-2020
concern-infected,2022-05-01,all,2020-16-02,2020-18-02,YouGov,B+,1500,a,0.73602601,0,,,10,28,42,19,14.714611,26.107493,40.155126,18.367354,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf
concern-infected,2022-05-01,all,2020-23-02,2020-25-02,YouGov,B+,1500,a,0.65977149,0,,,10,30,40,20,14.714611,28.107493,38.155126,19.367354,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf
concern-infected,2022-05-01,all,2020-26-02,2020-28-02,YouGov,B+,1000,a,0.42585016,0,,,16,31,27,16,20.714611,29.107493,25.155126,15.367354,2022-05-01 09:17,https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_2.pdf
concern-infected,2022-05-01,all,2020-01-03,2020-03-03,YouGov,B+,1500,a,0.61195285,0,,,14,33,35,18,18.714611,31.107493,33.155126,17.367354,2022-05-01 09:17,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf
concern-infected,2022-05-01,all,2020-02-03,2020-03-03,Public Policy Polling,A-,866,rv,1.4701379,0,,,24,33,30,12,23.939728,32.900253,29.406192,12.762799,2022-05-01 09:17,https://www.protectourcare.org/wp-content/uploads/2020/03/Coronavirus-Poll-Memo-And-Results-3-20.pdf
concern-infected,2022-05-01,all,2020-05-03,2020-09-03,Harris Insights & Analytics,B+,2019,a,2.1179681,0,,,30,32,24,15,30.827906,32.355982,23.737711,13.576573,2022-05-01 09:17,https://theharrispoll.com/wp-content/uploads/2020/03/Harris-COVID19-Wave-1_tabs.pdf
concern-infected,2022-05-01,all,2020-06-03,2020-08-03,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,0.75175643,0,,,28,29,28,15,24.503731,30.851769,28.026338,16.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf
concern-infected,2022-05-01,all,2020-05-03,2020-08-03,Quinnipiac University,A-,1261,rv,1.7037077,0,,,18,36,26,19,12.795444,37.316583,29.19494,19.374654,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3657
concern-infected,2022-05-01,all,2020-08-03,2020-10-03,YouGov,B+,1500,a,0.57003161,0,,,14,35,35,16,18.714611,33.107493,33.155126,15.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf
concern-infected,2022-05-01,all,2020-09-03,2020-11-03,Change Research,B-,1541,lv,1.3810825,0,,,24,26,39,11,20.391694,31.384552,36.140174,11.809383,2022-05-01 09:17,https://www.cnbc.com/2020/03/15/americans-worry-coronavirus-will-cause-recession-cnbcchange-research-poll.html
concern-infected,2022-05-01,all,2020-10-03,2020-12-03,YouGov,B+,1000,a,0.36514952,0,,,23,34,25,10,27.714611,32.107493,23.155126,9.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf
concern-infected,2022-05-01,all,2020-11-03,2020-13-03,NBC News/The Wall Street Journal,B+,900,rv,1.315656,0,,,15,38,31,16,17.251802,36.847682,30.08681,16.0981,2022-05-01 09:17,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html
concern-infected,2022-05-01,all,2020-12-03,2020-12-03,SurveyUSA,A,850,a,1.3850022,0,,,18,35,28,17,20.52517,33.947046,27.244173,16.642586,2022-05-01 09:17,http://www.surveyusa.com/client/PollReport.aspx?g=9e47f895-86aa-4fa6-bc8c-1fd676745cdf
concern-infected,2022-05-01,all,2020-11-03,2020-12-03,Ipsos,B-,502,a,0.56047314,0,,,26,40,26,7,25.621589,36.543978,27.427825,9.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf
concern-infected,2022-05-01,all,2020-11-03,2020-15-03,Kaiser Family Foundation,,1216,a,1.6070573,0,,,27,36,21,16,27.612557,37.687522,22.257375,13.567643,2022-05-01 09:17,http://files.kff.org/attachment/Topline-KFF-Coronavirus-Poll.pdf
concern-infected,2022-05-01,all,2020-12-03,2020-13-03,Morning Consult,B,2201,a,1.828757,0,,,30,31.5,19.5,13,29.097131,32.658097,21.271268,12.753079,2022-05-01 09:17,https://morningconsult.com/wp-content/uploads/2020/03/200344_crosstabs_CORONAVIRUS_ADULTS_Adults_v3_JB.pdf
concern-infected,2022-05-01,all,2020-12-03,2020-16-03,AP-NORC,,1003,a,1.1212199,0,,,31,35,23,10,26.9995,36.126351,23.576269,12.142945,2022-05-01 09:17,http://www.apnorc.org/projects/Documents/March%20Coronavirus%20topline.pdf
concern-infected,2022-05-01,all,2020-13-03,2020-15-03,YouGov,B+,1000,a,0.33892147,0,,,28,33,23,9,32.714611,31.107493,21.155126,8.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf
concern-infected,2022-05-01,all,2020-13-03,2020-15-03,Garin-Hart-Yang Research Group,B-,1015,rv,1.1132343,0,,,46,25,23,6,42.210784,24.949824,24.643679,7.9333053,2022-05-01 09:17,https://www.protectourcare.org/wp-content/uploads/2020/03/FI12859-Coronavirus-March-2020.pdf
concern-infected,2022-05-01,all,2020-13-03,2020-16-03,Survey 160,,609,rv,0.67908305,0,,,19,34.5,31.5,15,21.494752,34.673538,29.426567,14.145295,2022-05-01 09:17,https://www.survey160.com/s/US-and-WA-Coronavirus-Survey.pdf
concern-infected,2022-05-01,all,2020-15-03,2020-17-03,YouGov,B+,1500,a,0.4794196,0,,,15,41,33,11,19.714611,39.107493,31.155126,10.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf
concern-infected,2022-05-01,all,2020-18-03,2020-19-03,Ipsos,B-,512,a,0.50764916,0,,,34,45,16,5,33.621589,41.543978,17.427825,7.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf
concern-infected,2022-05-01,all,2020-18-03,2020-19-03,Emerson College,A-,1100,rv,1.7451166,0,,,26.8,43.5,22.4,7.3,27.729598,41.099335,22.407856,8.4563127,2022-05-01 09:17,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus
concern-infected,2022-05-01,all,2020-18-03,2020-19-03,SurveyUSA,A,1000,a,1.5584531,0,,,20,37,28,12,22.52517,35.947046,27.244173,11.642586,2022-05-01 09:17,http://www.surveyusa.com/client/PollTrack.aspx?g=075e1d86-ab0a-4812-839d-24db3e784017
concern-infected,2022-05-01,all,2020-18-03,2020-22-03,Monmouth University,A,851,a,1.4910897,0,,,38,32,18,12,31.461547,35.959668,21.254832,11.340002,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/
concern-infected,2022-05-01,all,2020-20-03,2020-22-03,YouGov,B+,1000,a,0.27989101,0,,,40,32,18,6,44.714611,30.107493,16.155126,5.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf
concern-infected,2022-05-01,all,2020-20-03,2020-23-03,Global Strategy Group/GBAO (Navigator Research),B/C,259.5,rv,0.12732411,0,,T,35,35.5,21.5,8.5,31.503731,37.351769,21.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
concern-infected,2022-05-01,all,2020-21-03,2020-23-03,YouGov,B+,2190,a,0.59671135,0,,,30,41,20,9,34.714611,39.107493,18.155126,8.3673536,2022-05-01 09:17,https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view
concern-infected,2022-05-01,all,2020-20-03,2020-24-03,Echelon Insights,B/C,1000,rv,1.1562103,0,,,49,34,15,3,39.595841,38.015499,14.119723,8.7219348,2022-05-01 09:17,https://echeloninsights.com/in-the-news/september-omnibus-covid/
concern-infected,2022-05-01,all,2020-21-03,2020-24-03,Fox News/Beacon Research/Shaw & Co. Research,A,1011,rv,1.6248755,0,,,38,32,21,9,35.700717,32.584677,21.71155,9.8456154,2022-05-01 09:17,https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020
concern-infected,2022-05-01,all,2020-22-03,2020-24-03,YouGov,B+,1500,a,0.40333591,0,,,22,42,25,12,26.714611,40.107493,23.155126,11.367354,2022-05-01 09:17,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf
concern-infected,2022-05-01,all,2020-21-03,2020-24-03,Global Strategy Group/GBAO (Navigator Research),B/C,253,rv,0.119348,0,,T,34,33.5,23,9,30.503731,35.351769,23.026338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
concern-infected,2022-05-01,all,2020-22-03,2020-25-03,Global Strategy Group/GBAO (Navigator Research),B/C,250.75,rv,0.1134487,0,,T,35.5,34,21.5,8.5,32.003731,35.851769,21.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
concern-infected,2022-05-01,all,2020-22-03,2020-25-03,ABC News/The Washington Post,A+,1003,a,1.8824178,0,,,30,39,20,10,33.802946,38.44396,19.808681,8.6452533,2022-05-01 09:17,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/
concern-infected,2022-05-01,all,2020-21-03,2020-28-03,Firehouse Strategies/Ãptimus,,1011.5,a,0.46737228,0,,T,27.4,39.2,24,9.1,28.957444,37.413388,23.355729,10.013503,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020
concern-infected,2022-05-01,all,2020-23-03,2020-26-03,Global Strategy Group/GBAO (Navigator Research),B/C,251.25,rv,0.10963228,0,,T,36.5,34.5,20.5,8.5,33.003731,36.351769,20.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
concern-infected,2022-05-01,all,2020-24-03,2020-25-03,SurveyUSA,A,1000,a,1.6024998,0,,,32.5,42,17.5,7.5,35.02517,40.947046,16.744173,7.1425857,2022-05-01 09:17,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
concern-infected,2022-05-01,all,2020-24-03,2020-27-03,Global Strategy Group/GBAO (Navigator Research),B/C,255.5,rv,0.10825697,0,,T,37.5,35.5,18.5,8.5,34.003731,37.351769,18.526338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
concern-infected,2022-05-01,all,2020-26-03,2020-28-03,RMG Research,B-,1000,rv,1.194977,0,,,36,43,16,5,29.107641,40.536816,14.291924,6.8095178,2022-05-01 09:17,https://scottrasmussen.com/38-fear-economic-impact-of-pandemic-more-than-health-concerns/
concern-infected,2022-05-01,all,2020-26-03,2020-29-03,AP-NORC,,1057,a,1.1256936,0,,,50,34,13,3,45.9995,35.126351,13.576269,5.142945,2022-05-01 09:17,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_gov.pdf
concern-infected,2022-05-01,all,2020-25-03,2020-30-03,Kaiser Family Foundation,,1226,a,1.679638,0,,,28,24,17,24,28.612557,25.687522,18.257375,21.567643,2022-05-01 09:17,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
concern-infected,2022-05-01,all,2020-25-03,2020-30-03,Global Strategy Group/GBAO (Navigator Research),B/C,169.5,rv,0.06821694,0,,T,38.5,33.5,19.5,9,35.003731,35.351769,19.526338,10.177879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
concern-infected,2022-05-01,all,2020-26-03,2020-30-03,YouGov,B+,2560,a,0.64486851,0,,,29,41,21,9,33.714611,39.107493,19.155126,8.3673536,2022-05-01 09:17,https://www.aei.org/wp-content/uploads/2020/04/APS-Mar-2020-Topline-Questionnaire.pdf
concern-infected,2022-05-01,all,2020-27-03,2020-29-03,LÃ©ger,,1004,a,0.42842028,0,,,27.5,38,20,11.5,32.175718,38.3498,21.413089,8.7961853,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/03/COVID-19-Tracking-Study-March-31-Final.pdf
concern-infected,2022-05-01,all,2020-27-03,2020-31-03,YouGov,B+,1000,a,0.24992944,0,,,38,41,13,6,42.714611,39.107493,11.155126,5.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/02/5e861523c5b6a9491832d32d.pdf
concern-infected,2022-05-01,all,2020-28-03,2020-30-03,Civiqs,B-,1505,a,1.2054027,0,,,19,41,27,11,26.513823,40.065481,24.41512,7.1819282,2022-05-01 09:17,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf
concern-infected,2022-05-01,all,2020-26-03,2020-31-03,Global Strategy Group/GBAO (Navigator Research),B/C,169.5,rv,0.06643217,0,,T,37,32,21.5,9.5,33.503731,33.851769,21.526338,10.677879,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
concern-infected,2022-05-01,all,2020-29-03,2020-31-03,YouGov,B+,1500,a,0.37379681,0,,,24,41,26,8,28.714611,39.107493,24.155126,7.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf
concern-infected,2022-05-01,all,2020-27-03,2020-01-04,Global Strategy Group/GBAO (Navigator Research),B/C,505,rv,0.19337127,0,,T,39.5,32,20,8.5,36.003731,33.851769,20.026338,9.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
concern-infected,2022-05-01,all,2020-30-03,2020-02-04,Global Strategy Group/GBAO (Navigator Research),B/C,252,rv,0.09348101,0,,T,41,33.5,18,7,37.503731,35.351769,18.026338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.02.20.pdf
concern-infected,2022-05-01,all,2020-31-03,2020-01-04,YouGov,B+,2236,a,0.55949862,0,,,32,43,17,8,36.714611,41.107493,15.155126,7.3673536,2022-05-01 09:17,https://drive.google.com/file/d/1bgUZsCC8uuAtPUlEgfFySkFuKl-oYjDK/view
concern-infected,2022-05-01,all,2020-28-03,2020-04-04,Firehouse Strategies/Ãptimus,,958.125,a,0.37840275,0,,T,32.2,44,16.8,6.1,33.757444,42.213388,16.155729,7.0135033,2022-05-01 09:17,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020
concern-infected,2022-05-01,all,2020-01-04,2020-02-04,Ipsos,B-,559,a,0.42687983,0,,,50,39,9,2,49.621589,35.543978,10.427825,4.5488276,2022-05-01 09:17,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-trend-wave-3.pdf
concern-infected,2022-05-01,all,2020-31-03,2020-03-04,Global Strategy Group/GBAO (Navigator Research),B/C,249.25,rv,0.09131748,0,,T,40,37,16.5,6.5,36.503731,38.851769,16.526338,7.6778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.03.20.pdf
concern-infected,2022-05-01,all,2020-03-04,2020-05-04,LÃ©ger,,1000,a,0.34658752,0,,,29,37.5,17.5,13,33.675718,37.8498,18.913089,10.296185,2022-05-01 09:17,https://leger360.com/wp-content/uploads/2020/04/COVID-19-Tracking-Study-April-7-2020.pdf
concern-infected,2022-05-01,all,2020-01-04,2020-06-04,Global Strategy Group/GBAO (Navigator Research),B/C,167.16667,rv,0.06004107,0,,T,40,35.5,18,6,36.503731,37.351769,18.026338,7.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.06.20.pdf
concern-infected,2022-05-01,all,2020-02-04,2020-06-04,Quinnipiac University,A-,2077,rv,2.3528699,0,,,50,35,10,5,44.795444,36.316583,13.19494,5.3746542,2022-05-01 09:17,https://poll.qu.edu/national/release-detail?ReleaseID=3658
concern-infected,2022-05-01,all,2020-03-04,2020-04-04,YouGov,B+,1000,a,0.25687376,0,,,46,33,13,5,50.714611,31.107493,11.155126,4.3673536,2022-05-01 09:17,https://big.assets.huffingtonpost.com/athena/files/2020/04/07/5e8cfcd3c5b62459a9308880.pdf
concern-infected,2022-05-01,all,2020-03-04,2020-05-04,Garin-Hart-Yang Research Group,B-,1003,rv,1.0557003,0,,,47,36,13,4,43.210784,35.949824,14.643679,5.9333053,2022-05-01 09:17,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf
concern-infected,2022-05-01,all,2020-02-04,2020-07-04,Global Strategy Group/GBAO (Navigator Research),B/C,167.83333,rv,0.05960168,0,,T,41,34.5,17.5,7,37.503731,36.351769,17.526338,8.1778788,2022-05-01 09:17,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.07.20.pdf
concern-infected,2022-05-01,all,2020-03-04,2020-07-04,Climate Nexus,,3933,a,1.1533979,0,,,43,35,12,7,39.614331,35.791741,14.68728,7.7167864,2022-05-01 09:17,https://climatecommunication.yale.edu/wp-content/uploads/2020/04/americans-risk-perceptions-and-emotional-responses-to-covid-19-april-2020.pdf
concern-infected,2022-05-01,all,2020-03-04,2020-07-04,Monmouth University,A,857,a,1.4667153,0,,,50,33,9,7,43.461547,36.959668,12.254832,6.3400017,2022-05-01 09:17,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_041320.pdf/
concern-infected,2022-05-01,all,2020-05-04,2020-07-04,YouGov,B+,1500,a,0.39125917,0,,,27,42,23,8,31.714611,40.107493,21.155126,7.3673536,2022-05-01 09:17,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf
concern-infected,2022-05-01,all,2020-04-04,2020-07-04,Fox News/Beacon Research/Shaw & Co. Research,A,1107,rv,1.7518663,0,,,39,37,18,6,36.700717,37.584677,18.71155,6.8456154,2022-05-01 09:17,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020
